---OutputTable---
time=49045
table_size=1267
[1] - <180 184 4426 4428 4432 4940 7062 7112 > true count=164, estimated count=42513, Key=467308
[295] - <188 4436 4438 7092 7112 > true count=11304, estimated count=42541, Key=4066226
[296] - <17 170 180 184 188 3404 4404 4428 4438 > true count=235, estimated count=42541, Key=5289573
[297] - <188 3404 4404 4438 7112 > true count=833, estimated count=42706, Key=5670514
[298] - <17 170 180 184 188 4428 4432 4434 4438 > true count=369, estimated count=42524, Key=1580311
[299] - <17 188 4426 4428 4432 4434 4438 > true count=369, estimated count=42551, Key=2049531
[300] - <3404 4404 4426 4432 4940 > true count=2649, estimated count=42751, Key=264982
[301] - <180 184 4426 4432 4434 4436 4438 7062 7102 > true count=166, estimated count=42665, Key=5959994
[302] - <180 184 3404 4404 4438 4940 7062 7092 > true count=473, estimated count=42584, Key=6679912
[303] - <170 180 184 188 4426 4428 4436 4438 4940 7062 > true count=167, estimated count=42628, Key=7220564
[304] - <170 4430 4438 7102 > true count=42705, estimated count=42749, Key=7031968
[305] - <170 188 4432 4438 4940 7112 > true count=16176, estimated count=42570, Key=943000
[306] - <180 184 188 260 265 3404 4404 4428 4438 > true count=552, estimated count=42624, Key=5670367
[307] - <188 4428 4430 4438 7062 7112 > true count=14121, estimated count=42825, Key=1593218
[308] - <17 170 180 184 4426 4438 4940 7062 > true count=2251, estimated count=42578, Key=5587293
[309] - <188 4430 4432 4438 7062 7092 > true count=15371, estimated count=42671, Key=1525150
[310] - <188 3404 4404 4428 4432 4434 4438 > true count=829, estimated count=42547, Key=3781816
[311] - <17 180 184 188 260 265 4432 4438 7062 7092 > true count=119, estimated count=42555, Key=4540294
[312] - <4426 4430 4432 4940 7062 7092 > true count=13863, estimated count=42584, Key=2529874
[313] - <17 260 265 4426 4428 4438 7092 > true count=416, estimated count=42556, Key=1207722
[314] - <188 260 265 4426 4432 4434 7062 > true count=1200, estimated count=42535, Key=1071935
[315] - <170 260 265 4430 4438 7062 > true count=1894, estimated count=42534, Key=1786149
[316] - <170 260 265 4426 4436 4438 > true count=808, estimated count=42844, Key=7376135
[317] - <188 4436 4940 7062 7112 > true count=11279, estimated count=42561, Key=4623394
[318] - <4428 4430 4434 4438 7062 7112 > true count=41988, estimated count=42739, Key=1603468
[319] - <170 180 184 4426 4428 4430 4436 4438 7062 > true count=13835, estimated count=42729, Key=661094
[320] - <180 184 4426 4428 4432 4436 4438 4940 7062 > true count=13866, estimated count=42973, Key=5922522
[321] - <170 4430 4434 4438 4940 7062 7092 > true count=14114, estimated count=42617, Key=4440514
[322] - <170 180 184 188 4428 4432 4434 4436 4940 7062 > true count=166, estimated count=42654, Key=7231542
[323] - <17 180 184 188 4428 4432 4434 4438 7062 > true count=369, estimated count=42655, Key=7212927
[324] - <17 188 260 265 3404 4404 4426 > true count=638, estimated count=42541, Key=646204
[325] - <4438 4940 7062 7092 7102 > true count=11252, estimated count=42640, Key=43570
[326] - <170 260 265 4426 4428 4438 7062 7092 > true count=809, estimated count=42538, Key=1082337
[327] - <170 4426 4428 4434 4438 7062 7102 > true count=13860, estimated count=42946, Key=3087192
[328] - <17 180 184 188 3404 4404 4432 4438 7062 > true count=369, estimated count=42546, Key=4288841
[329] - <4432 4438 4940 7062 7102 > true count=31465, estimated count=42717, Key=4601242
[330] - <260 265 4426 4438 7112 > true count=833, estimated count=42882, Key=3980591
[331] - <17 188 3404 4404 4438 4940 > true count=591, estimated count=42561, Key=5453743
[332] - <170 180 184 4426 4428 4432 4434 4436 7062 7102 > true count=165, estimated count=42515, Key=1887770
[333] - <170 260 265 4428 4432 4434 4438 7062 > true count=805, estimated count=42887, Key=4482261
[334] - <17 180 184 188 4426 4434 4438 7062 7092 > true count=408, estimated count=42524, Key=7251309
[335] - <4428 4434 4438 7062 7092 7102 > true count=10027, estimated count=42569, Key=6886864
[336] - <170 4426 4428 4430 4432 4438 4940 7062 > true count=13927, estimated count=43104, Key=6615042
[337] - <17 170 180 184 188 4426 4428 4434 4438 > true count=300, estimated count=42534, Key=1555465
[338] - <17 180 184 188 260 265 4428 4434 4438 > true count=408, estimated count=42528, Key=1871210
[339] - <188 4436 7062 7092 7112 > true count=11284, estimated count=42556, Key=7291122
[340] - <170 180 184 188 4436 4438 7062 7082 > true count=117, estimated count=42542, Key=14676
[341] - <180 184 188 4434 4940 7112 > true count=15807, estimated count=42539, Key=3216974
[342] - <170 180 184 3404 4404 4428 4434 4438 7062 > true count=1488, estimated count=42539, Key=6042268
[343] - <180 184 188 3404 4404 4432 4438 7062 7092 > true count=473, estimated count=42553, Key=6100424
[344] - <17 188 4428 4432 4438 7062 7092 > true count=416, estimated count=42601, Key=720657
[345] - <17 4426 4428 4436 7062 > true count=1062, estimated count=42649, Key=6117437
[346] - <17 170 180 184 188 3404 4404 4426 4438 > true count=369, estimated count=42583, Key=5289571
[347] - <4426 4428 4430 4432 4436 4438 7062 > true count=13908, estimated count=42650, Key=1012132
[348] - <3404 4404 4432 4434 4438 4940 > true count=2588, estimated count=42613, Key=1586484
[349] - <17 170 180 184 260 265 4432 4434 > true count=370, estimated count=42551, Key=6942950
[350] - <17 180 184 260 265 4428 4436 4438 7062 > true count=116, estimated count=42577, Key=3406854
[351] - <188 4432 4434 4436 4438 7062 7092 > true count=15284, estimated count=42625, Key=3057642
[352] - <170 180 184 188 4434 4438 7062 7102 > true count=313, estimated count=42774, Key=9198
[353] - <170 188 4430 4432 4438 7092 > true count=14103, estimated count=42755, Key=6976966
[354] - <170 180 184 188 4426 4428 4432 4436 4438 > true count=239, estimated count=42749, Key=5749086
[355] - <170 188 3404 4404 4426 4438 7062 7092 > true count=836, estimated count=42616, Key=4851440
[356] - <170 180 184 4426 4430 7062 7112 > true count=13851, estimated count=42574, Key=3055028
[357] - <180 184 4428 4432 4434 4436 4438 7062 7092 > true count=138, estimated count=42580, Key=5956982
[358] - <17 170 4434 4438 4940 7062 > true count=3074, estimated count=42553, Key=756409
[359] - <17 180 184 188 4426 4428 4432 4434 > true count=369, estimated count=42554, Key=3321345
[360] - <17 170 188 4434 4438 4940 > true count=1187, estimated count=43079, Key=1551223
[361] - <170 180 184 188 4426 4428 4430 4438 7062 > true count=13973, estimated count=42929, Key=7175574
[362] - <170 180 184 188 4434 4436 4438 7062 7102 > true count=185, estimated count=42626, Key=7286086
[363] - <170 4428 4430 4436 4940 7062 > true count=13997, estimated count=42954, Key=3076786
[364] - <17 180 184 188 260 265 4432 4434 4438 > true count=370, estimated count=42544, Key=1888894
[365] - <17 170 180 184 4426 4438 7062 7112 > true count=304, estimated count=42549, Key=7468705
[366] - <180 184 188 4428 4432 4434 4438 4940 7062 > true count=16044, estimated count=42716, Key=706858
[367] - <170 180 184 4436 4438 4940 7062 7112 > true count=15560, estimated count=42626, Key=2784130
[368] - <17 170 180 184 260 265 4426 4428 4438 7062 > true count=235, estimated count=42577, Key=3023202
[369] - <17 170 180 184 260 265 4426 4432 4438 > true count=235, estimated count=42567, Key=1844008
[370] - <188 4436 4438 4940 7112 > true count=11300, estimated count=42546, Key=7277290
[371] - <180 184 188 4428 4432 4434 4438 7062 7112 > true count=308, estimated count=42553, Key=736330
[372] - <170 180 184 188 4426 4428 4432 4438 7062 7092 > true count=13901, estimated count=42842, Key=900484
[373] - <170 180 184 4426 4428 4432 4438 4940 7062 7092 > true count=13957, estimated count=42853, Key=1893668
[374] - <180 184 260 265 4428 4436 7062 7092 > true count=117, estimated count=42568, Key=234595
[375] - <180 184 188 4434 4436 7062 7092 7102 > true count=115, estimated count=42515, Key=3013262
[376] - <188 4426 4434 4436 4438 7062 7092 > true count=11076, estimated count=42876, Key=3054360
[377] - <170 260 265 4434 4438 4940 7062 > true count=3597, estimated count=42553, Key=2916341
[378] - <17 180 184 4426 4428 4432 4434 4438 7062 > true count=234, estimated count=42588, Key=659261
[379] - <180 184 188 4426 4432 4438 7062 7092 7112 > true count=305, estimated count=42583, Key=4847402
[380] - <4426 4428 4430 4432 4434 4438 4940 7062 > true count=13840, estimated count=43511, Key=6632334
[381] - <170 4428 4432 4434 4438 7102 > true count=42324, estimated count=43018, Key=1838500
[382] - <170 180 184 188 4426 4432 4436 4438 7062 > true count=13010, estimated count=43914, Key=7216424
[383] - <17 170 188 4940 7092 > true count=3046, estimated count=44310, Key=7165387
[384] - <188 260 265 4428 4438 7062 7092 > true count=3591, estimated count=44314, Key=3135913
[385] - <17 170 188 3404 4404 4428 4438 7062 > true count=924, estimated count=43068, Key=2198955
[386] - <170 180 184 4426 4428 4434 4436 4438 4940 > true count=13874, estimated count=43118, Key=7014684
[387] - <260 265 4426 4428 4432 4434 4438 > true count=808, estimated count=43100, Key=2091893
[388] - <180 184 260 265 3404 4404 4426 4428 4438 > true count=783, estimated count=42540, Key=3076193
[389] - <170 188 4426 4428 4438 4940 7112 > true count=11296, estimated count=42676, Key=699918
[390] - <17 170 180 184 188 260 265 4432 7062 7092 > true count=119, estimated count=42549, Key=883790
[391] - <180 184 4426 4436 4438 4940 7062 7102 > true count=166, estimated count=42554, Key=499736
[392] - <17 170 180 184 188 7062 7112 > true count=305, estimated count=42528, Key=5428925
[393] - <17 180 184 4426 4436 4438 7062 > true count=297, estimated count=42545, Key=953775
[394] - <17 170 180 184 4436 4438 7092 > true count=471, estimated count=42537, Key=121713
[395] - <180 184 3404 4404 4434 4438 4940 7062 > true count=2822, estimated count=43789, Key=2989862
[396] - <17 170 180 184 4426 4434 7062 7092 > true count=306, estimated count=42532, Key=7454361
[397] - <170 180 184 188 4426 4428 4430 4432 4438 7062 > true count=213, estimated count=42710, Key=6919438
[398] - <17 170 180 184 188 260 265 4428 4438 7062 > true count=235, estimated count=42529, Key=6911588
[399] - <180 184 188 4428 4436 4438 4940 7062 7092 > true count=117, estimated count=42617, Key=2970052
[400] - <17 180 184 4426 4428 4432 7092 > true count=299, estimated count=42525, Key=1042927
[401] - <180 184 4426 4428 4434 4438 7062 7092 7112 > true count=297, estimated count=42539, Key=2565388
[402] - <180 184 188 4428 4430 4434 4940 7062 > true count=185, estimated count=42593, Key=6559910
[403] - <170 3404 4404 4428 4436 4438 > true count=834, estimated count=42841, Key=6686720
[404] - <180 184 188 4428 4434 4436 4438 4940 7062 > true count=167, estimated count=42668, Key=719518
[405] - <170 180 184 4426 4428 4432 7062 7092 7112 > true count=233, estimated count=42678, Key=4807806
[406] - <180 184 260 265 4426 4428 4438 4940 7062 > true count=174, estimated count=42545, Key=7460507
[407] - <170 180 184 188 4426 4428 4430 4940 7062 > true count=212, estimated count=42573, Key=7176076
[408] - <170 180 184 188 4426 4428 4434 7062 7102 > true count=184, estimated count=42580, Key=7217762
[409] - <170 180 184 188 3404 4404 4426 4434 4438 > true count=458, estimated count=42549, Key=2827136
[410] - <170 180 184 188 4428 4432 4436 4438 7062 7092 > true count=107, estimated count=42617, Key=937990
[411] - <170 188 4426 4428 4434 4438 4940 7092 > true count=13836, estimated count=43491, Key=4295940
[412] - <17 170 180 184 188 260 265 4940 7062 7092 > true count=119, estimated count=42539, Key=884298
[413] - <170 180 184 188 4428 4432 4436 4438 7062 7102 > true count=166, estimated count=42520, Key=950280
[414] - <170 188 4426 4438 7062 7102 > true count=10031, estimated count=43648, Key=6733194
[415] - <170 180 184 4428 4432 4438 7102 > true count=42519, estimated count=43791, Key=1123758
[416] - <170 180 184 188 4428 4430 4436 4438 > true count=234, estimated count=42712, Key=3351846
[417] - <170 4428 4432 4436 4940 7092 > true count=13861, estimated count=43099, Key=3186674
[418] - <170 188 4428 4430 4432 4434 > true count=18883, estimated count=43706, Key=4935730
[419] - <17 188 3404 4404 4426 4428 4438 7062 > true count=922, estimated count=43128, Key=714743
[420] - <17 170 188 3404 4404 4426 4438 7062 > true count=923, estimated count=43393, Key=2191793
[421] - <170 188 4426 4428 4436 4438 7062 7092 > true count=10157, estimated count=43836, Key=6182800
[422] - <180 184 4426 4434 4436 4940 7062 7102 > true count=165, estimated count=42515, Key=490252
[423] - <170 180 184 4428 4434 4436 4940 7062 7102 > true count=165, estimated count=42658, Key=2955748
[424] - <17 170 180 184 188 260 265 4428 4940 7062 > true count=119, estimated count=42530, Key=7186182
[425] - <170 180 184 4428 4432 4436 4438 7062 7092 7102 > true count=136, estimated count=42643, Key=1953796
[426] - <17 180 184 188 260 265 4428 4432 7062 7092 > true count=119, estimated count=42526, Key=4522604
[427] - <180 184 3404 4404 4426 4428 4438 7092 > true count=785, estimated count=42741, Key=712748
[428] - <188 4426 4428 4438 7062 7092 7112 > true count=11261, estimated count=43095, Key=2960198
[429] - <4426 4428 4430 4432 4434 4438 7062 7092 > true count=13837, estimated count=42639, Key=1013726
[430] - <188 260 265 4428 4432 4434 4438 > true count=809, estimated count=43269, Key=4475217
[431] - <180 184 188 4432 4434 7062 7112 > true count=15955, estimated count=42953, Key=3085096
[432] - <180 184 4428 4436 7062 7082 7102 > true count=130, estimated count=42516, Key=555810
[433] - <170 180 184 4428 4434 4438 7102 > true count=42496, estimated count=42757, Key=1129256
[434] - <180 184 188 3404 4404 4426 4438 7062 7092 > true count=458, estimated count=42527, Key=6078938
[435] - <4426 4428 4434 4436 4438 7062 7112 > true count=13939, estimated count=42640, Key=3148112
[436] - <17 180 184 4426 4428 4434 4438 7092 > true count=408, estimated count=42531, Key=4323847
[437] - <180 184 188 3404 4404 4426 4432 4438 7062 > true count=1184, estimated count=42525, Key=6033378
[438] - <188 3404 4404 4428 4434 4438 7092 > true count=471, estimated count=42535, Key=534972
[439] - <17 188 4428 4430 4438 > true count=415, estimated count=42540, Key=4073917
[440] - <17 170 180 184 4428 4438 4940 7062 > true count=3047, estimated count=42527, Key=5592791
[441] - <3404 4404 4428 4940 7062 7092 > true count=3828, estimated count=42532, Key=2509714
[442] - <180 184 260 265 4426 4432 4434 4438 7062 > true count=310, estimated count=42605, Key=7456645
[443] - <170 188 260 265 3404 4404 4428 4438 7062 > true count=1198, estimated count=42541, Key=4522551
[444] - <180 184 188 3404 4404 4428 4434 4438 7062 > true count=475, estimated count=42558, Key=6049382
[445] - <170 180 184 4426 4438 7062 7092 7102 > true count=183, estimated count=42582, Key=2995702
[446] - <170 180 184 260 265 4426 4428 4438 7092 > true count=235, estimated count=42533, Key=3380887
[447] - <180 184 188 4428 4436 4438 7062 7092 7102 > true count=115, estimated count=42623, Key=4856914
[448] - <170 180 184 4426 4432 4438 7062 7092 7112 > true count=305, estimated count=42663, Key=4840288
[449] - <17 180 184 188 3404 4404 4426 4428 4438 > true count=413, estimated count=42537, Key=2826977
[450] - <17 180 184 4428 4432 4438 4940 > true count=211, estimated count=42536, Key=6565403
[451] - <180 184 188 3404 4404 4436 4438 7062 > true count=476, estimated count=42543, Key=2235424
[452] - <170 180 184 188 4432 4434 4436 4438 4940 7062 > true count=168, estimated count=42599, Key=7258544
[453] - <170 180 184 4426 4430 4432 4438 4940 7062 > true count=178, estimated count=42576, Key=683098
[454] - <170 180 184 188 260 265 4426 4428 4432 4438 > true count=236, estimated count=42556, Key=7313535
[455] - <180 184 188 4426 4428 4434 4436 4438 7092 > true count=296, estimated count=42705, Key=698942
[456] - <180 184 188 4432 4434 4436 4438 7092 > true count=456, estimated count=42914, Key=4366728
[457] - <17 180 184 188 260 265 4426 4428 4438 7062 > true count=416, estimated count=42863, Key=3041560
[458] - <180 184 188 260 265 4426 4428 4432 4438 7062 > true count=235, estimated count=42570, Key=3115455
[459] - <4426 4434 4438 4940 7102 > true count=11498, estimated count=43368, Key=7252944
[460] - <170 180 184 188 260 265 4436 4438 7062 > true count=118, estimated count=42561, Key=3342063
[461] - <170 180 184 4426 4428 4432 4434 4438 7102 > true count=207, estimated count=42619, Key=681294
[462] - <170 180 184 260 265 3404 4404 4426 4438 > true count=2247, estimated count=42548, Key=5663251
[463] - <188 260 265 3404 4404 4426 4434 > true count=696, estimated count=42553, Key=2311081
[464] - <17 170 188 4428 4434 4438 7092 > true count=408, estimated count=42538, Key=1084339
[465] - <170 4428 4430 4432 4434 4438 4940 7062 > true count=13987, estimated count=42764, Key=6628078
[466] - <17 170 180 184 260 265 4428 4438 7062 7092 > true count=120, estimated count=42626, Key=4504252
[467] - <170 4428 4430 4436 4438 4940 > true count=13965, estimated count=42882, Key=1597906
[468] - <170 180 184 4426 4432 4438 4940 7062 7102 > true count=165, estimated count=42516, Key=2953426
[469] - <170 180 184 4426 4428 4434 4438 7062 7112 > true count=14029, estimated count=42938, Key=714234
[470] - <180 184 260 265 3404 4404 4432 4438 7062 > true count=554, estimated count=42880, Key=4538057
[471] - <170 180 184 260 265 4432 4436 4438 7062 7092 > true count=106, estimated count=42528, Key=4637399
[472] - <17 180 184 4426 4428 4438 4940 7062 > true count=211, estimated count=42562, Key=6557483
[473] - <170 180 184 4428 4432 4438 4940 7062 7102 > true count=166, estimated count=42572, Key=2957412
[474] - <4428 4436 4438 4940 7062 7102 > true count=10917, estimated count=42813, Key=2576342
[475] - <4428 4432 4438 4940 7092 7112 > true count=13890, estimated count=42828, Key=2692434
[476] - <188 260 265 3404 4404 4426 4428 7062 > true count=1198, estimated count=42555, Key=2291617
[477] - <17 170 260 265 3404 4404 4434 > true count=657, estimated count=42545, Key=671726
[478] - <17 180 184 188 4426 4432 4438 7062 7092 > true count=305, estimated count=42562, Key=7244147
[479] - <180 184 188 4428 4434 4436 4438 7062 7102 > true count=184, estimated count=42516, Key=743520
[480] - <170 180 184 4430 4432 4436 4438 7062 > true count=15528, estimated count=42799, Key=4350100
[481] - <170 180 184 188 4428 4430 4432 4438 4940 > true count=212, estimated count=42570, Key=6036342
[482] - <180 184 260 265 4438 7062 7112 > true count=309, estimated count=42578, Key=2379749
[483] - <180 184 4434 4436 4438 4940 7062 7102 > true count=167, estimated count=42548, Key=509568
[484] - <17 170 188 4434 4436 > true count=409, estimated count=42533, Key=6355585
[485] - <170 180 184 188 260 265 4426 4434 4438 7062 > true count=697, estimated count=42547, Key=3041719
[486] - <170 180 184 188 4426 4428 4430 4438 7092 > true count=235, estimated count=42711, Key=7191984
[487] - <188 260 265 4426 4428 4438 7062 7092 > true count=779, estimated count=42625, Key=1082355
[488] - <170 180 184 188 4426 4432 4434 7062 7112 > true count=309, estimated count=42775, Key=7237556
[489] - <180 184 188 4426 4434 4436 4438 7062 7092 > true count=297, estimated count=42685, Key=734064
[490] - <170 3404 4404 4438 4940 7062 7092 > true count=3841, estimated count=42545, Key=3842422
[491] - <170 3404 4404 4434 4436 4438 > true count=456, estimated count=42544, Key=6698678
[492] - <17 170 180 184 260 265 4428 4432 4438 7062 > true count=234, estimated count=42551, Key=3032048
[493] - <180 184 188 4432 4434 4436 4940 7062 7092 > true count=95, estimated count=42547, Key=2965364
[494] - <17 170 180 184 3404 4404 4426 4438 7062 > true count=553, estimated count=42563, Key=4243957
[495] - <180 184 188 4426 4436 4940 7062 7102 > true count=165, estimated count=42515, Key=2765806
[496] - <170 180 184 4426 4430 4434 4438 4940 > true count=13858, estimated count=42901, Key=4327346
[497] - <170 180 184 188 260 265 4426 4428 4434 4438 > true count=234, estimated count=42548, Key=7314629
[498] - <170 180 184 188 4426 4940 7062 7102 > true count=165, estimated count=42594, Key=1784868
[499] - <170 180 184 188 260 265 4426 4428 4430 4432 4436 4940 7062 7092 > true count=28, estimated count=42526, Key=3868829
[500] - <17 170 180 184 4426 4428 4432 4434 4438 > true count=235, estimated count=42557, Key=5730573
[501] - <188 4428 4434 4438 4940 7112 > true count=11246, estimated count=42542, Key=3264756
[502] - <170 188 260 265 3404 4404 4426 4438 7062 > true count=1200, estimated count=42533, Key=4513709
[503] - <17 170 180 184 4426 4432 4434 7062 > true count=306, estimated count=42560, Key=3328781
[504] - <170 188 4430 4436 4438 7062 > true count=24012, estimated count=42737, Key=6877508
[505] - <170 180 184 188 4426 4428 4432 4438 4940 7062 7092 > true count=174, estimated count=42565, Key=6337236
[506] - <170 180 184 188 4432 4434 4438 7062 7102 > true count=185, estimated count=42560, Key=7273426
[507] - <170 180 184 4434 4436 4438 4940 7062 7092 > true count=15433, estimated count=42995, Key=2974896
[508] - <170 180 184 4426 4428 4432 4436 4438 7062 7102 > true count=166, estimated count=42637, Key=1896614
[509] - <180 184 4426 4428 4430 4434 4438 7062 7092 > true count=13854, estimated count=42658, Key=5928394
[510] - <170 188 4426 4428 4438 7092 7112 > true count=8146, estimated count=42939, Key=906230
[511] - <180 184 188 4432 4434 4438 4940 7092 > true count=15343, estimated count=42847, Key=6593232
[512] - <180 184 188 4426 4428 4432 4436 4438 > true count=13026, estimated count=42858, Key=4312456
[513] - <17 180 184 188 260 265 3404 4404 4438 7062 > true count=554, estimated count=42986, Key=6023274
[514] - <170 180 184 4432 4436 4438 4940 7092 > true count=15432, estimated count=43316, Key=6591616
[515] - <170 180 184 4426 4428 4432 4438 7092 7112 > true count=233, estimated count=42613, Key=707102
[516] - <180 184 188 4432 4436 4438 7062 7092 7102 > true count=105, estimated count=42590, Key=4864886
[517] - <180 184 4428 4430 4432 4436 4940 7062 > true count=96, estimated count=42607, Key=4287516
[518] - <170 4434 4436 4438 4940 7112 > true count=15241, estimated count=42815, Key=3270478
[519] - <170 188 4434 4438 4940 7062 7112 > true count=15265, estimated count=42635, Key=2208560
[520] - <170 188 3404 4404 4428 4434 4438 7062 > true count=1206, estimated count=43177, Key=741880
[521] - <4438 7062 7102 7112 > true count=31634, estimated count=42730, Key=4269926
[522] - <170 188 4432 4434 4438 4940 7062 7092 > true count=15363, estimated count=43596, Key=505292
[523] - <3404 4404 4428 4432 4434 4438 7062 > true count=3833, estimated count=43529, Key=990026
[524] - <17 180 184 188 4426 4436 4438 > true count=297, estimated count=42564, Key=3372085
[525] - <170 4426 4428 4430 4434 4436 > true count=13846, estimated count=44033, Key=7266576
[526] - <180 184 188 4426 4428 4434 4438 7062 7102 > true count=184, estimated count=42519, Key=715878
[527] - <17 170 188 4426 4438 4940 7062 > true count=1188, estimated count=42565, Key=2756381
[528] - <170 180 184 188 4426 4428 4438 7062 7092 7112 > true count=299, estimated count=42774, Key=970624
[529] - <4430 4432 4436 4438 7062 7092 > true count=14103, estimated count=43267, Key=1535402
[530] - <188 4428 4430 4434 4438 4940 7062 > true count=14124, estimated count=42826, Key=2815040
[531] - <170 180 184 188 4428 4430 4438 4940 > true count=18860, estimated count=42795, Key=3361190
[532] - <4428 4430 4436 4438 4940 7062 > true count=15679, estimated count=43300, Key=3093498
[533] - <170 260 265 4426 4428 4438 4940 7062 > true count=2091, estimated count=42736, Key=6700945
[534] - <188 4426 4428 4434 4438 7062 7112 > true count=13977, estimated count=43972, Key=3131420
[535] - <180 184 3404 4404 4426 4428 7062 7092 > true count=784, estimated count=42549, Key=4813452
[536] - <17 188 4434 4436 4438 7062 > true count=409, estimated count=42548, Key=6882271
[537] - <180 184 4436 4438 4940 7102 > true count=10089, estimated count=43036, Key=909928
[538] - <188 4428 4430 4432 4434 4438 7062 > true count=24438, estimated count=42788, Key=1002396
[539] - <170 4430 4432 4434 4436 4438 > true count=42675, estimated count=43110, Key=7294312
[540] - <17 188 260 265 3404 4404 4434 4438 > true count=639, estimated count=42706, Key=686010
[541] - <170 3404 4404 4426 4428 4438 7062 7092 > true count=836, estimated count=42535, Key=388936
[542] - <17 170 180 184 188 3404 4404 4432 4438 > true count=369, estimated count=42530, Key=5289577
[543] - <17 170 188 4426 4434 4438 7092 > true count=408, estimated count=42534, Key=1080353
[544] - <188 4426 4432 4436 4438 7062 7092 > true count=11135, estimated count=42854, Key=3051902
[545] - <170 180 184 4426 4428 4432 4434 7062 7112 > true count=233, estimated count=42731, Key=689388
[546] - <170 188 4430 4438 7112 > true count=23692, estimated count=42775, Key=3943298
[547] - <170 4438 7102 7112 > true count=40092, estimated count=42605, Key=2830330
[548] - <170 180 184 188 4426 4428 4432 4436 4940 7062 > true count=167, estimated count=42616, Key=7202878
[549] - <3404 4404 4426 4434 4438 7062 7092 > true count=456, estimated count=42734, Key=3031724
[550] - <170 180 184 3404 4404 4426 4428 4432 > true count=922, estimated count=42851, Key=2145660
[551] - <170 4430 4436 4438 4940 7062 > true count=31288, estimated count=42987, Key=3089240
[552] - <170 180 184 188 4428 4434 4438 7062 7102 > true count=185, estimated count=42517, Key=7262430
[553] - <188 3404 4404 4426 4428 4438 7062 7092 > true count=833, estimated count=42748, Key=388954
[554] - <170 180 184 188 4430 4434 4940 7062 > true count=186, estimated count=42577, Key=5602476
[555] - <17 170 180 184 188 4434 4438 7062 7092 > true count=411, estimated count=42551, Key=3082689
[556] - <170 188 4426 4428 4432 4434 4438 7092 > true count=13872, estimated count=42757, Key=2056776
[557] - <4426 4434 4438 7062 7092 7102 > true count=10136, estimated count=42555, Key=6886862
[558] - <180 184 4426 4438 7062 7092 7102 > true count=10154, estimated count=42730, Key=593148
[559] - <3404 4404 4434 4940 7092 > true count=2815, estimated count=42779, Key=7203106
[560] - <180 184 4436 4438 7062 7092 7102 > true count=10106, estimated count=43127, Key=605438
[561] - <180 184 4428 4432 4438 7062 7102 > true count=14047, estimated count=42878, Key=762842
[562] - <17 170 4428 4434 4940 > true count=2497, estimated count=42788, Key=5452041
[563] - <188 3404 4404 4426 4428 4432 4438 7062 > true count=924, estimated count=42526, Key=3766734
[564] - <170 188 3404 4404 4428 4438 7062 7092 > true count=837, estimated count=42842, Key=4856938
[565] - <170 180 184 188 4426 4428 4436 4438 7062 7092 > true count=298, estimated count=42719, Key=918168
[566] - <188 4426 4428 4438 4940 7062 7112 > true count=11383, estimated count=42629, Key=4519390
[567] - <170 188 4426 4432 4434 4436 4438 > true count=13020, estimated count=43577, Key=2070316
[568] - <180 184 188 4428 4430 4438 4940 7062 > true count=18876, estimated count=42880, Key=6574234
[569] - <180 184 188 4426 4430 4432 4436 4940 7062 7092 > true count=70, estimated count=42568, Key=1897438
[570] - <4426 4432 4434 4438 7062 7092 7112 > true count=13885, estimated count=42926, Key=2975092
[571] - <170 180 184 188 4426 4436 4438 7112 > true count=310, estimated count=42578, Key=3379350
[572] - <170 188 4436 4438 4940 7062 7092 > true count=15453, estimated count=42731, Key=2122598
[573] - <170 180 184 4428 4432 4436 4438 4940 7062 > true count=15623, estimated count=42797, Key=706906
[574] - <170 180 184 4426 4428 4436 4438 7062 7112 > true count=13842, estimated count=43280, Key=721396
[575] - <170 180 184 188 3404 4404 4434 4438 7062 > true count=1910, estimated count=43781, Key=4297836
[576] - <170 180 184 260 265 4432 4434 4940 7062 > true count=174, estimated count=42562, Key=3412991
[577] - <170 180 184 188 260 265 4434 4438 7062 7092 > true count=473, estimated count=42552, Key=4549289
[578] - <170 180 184 3404 4404 4436 4438 7062 > true count=475, estimated count=42648, Key=2228310
[579] - <180 184 4432 4436 4438 7102 > true count=42653, estimated count=42687, Key=7021028
[580] - <170 4426 4428 4432 4434 4438 7062 7112 > true count=13945, estimated count=43154, Key=1005938
[581] - <170 4426 4438 4940 7062 7102 > true count=11522, estimated count=42818, Key=2566614
[582] - <170 180 184 188 4430 4438 4940 7062 > true count=23847, estimated count=43111, Key=5616800
[583] - <170 188 4430 4432 4434 4438 7062 > true count=24038, estimated count=42808, Key=6183098
[584] - <170 180 184 260 265 4426 4438 7062 7092 > true count=787, estimated count=43233, Key=3427721
[585] - <170 188 4426 4428 4430 4434 4438 7062 > true count=13876, estimated count=42884, Key=2051248
[586] - <170 180 184 188 4434 4438 7062 7112 > true count=24650, estimated count=42937, Key=9208
[587] - <17 180 184 260 265 4428 4434 4438 7062 > true count=655, estimated count=42836, Key=3398012
[588] - <170 180 184 188 4432 4436 7062 7092 7102 > true count=105, estimated count=42544, Key=3881322
[589] - <17 170 188 4428 4438 4940 7062 > true count=1182, estimated count=42549, Key=2760367
[590] - <17 260 265 4432 4434 4438 7062 > true count=593, estimated count=42587, Key=1103544
