---OutputTable---
time=88161
table_size=6503
[1] - <261 16217 > true count=10, estimated count=156, Key=1370960
[680] - <48 1868 3696 4833 10175 12999 15818 16430 16431 > true count=1, estimated count=156, Key=3652456
[681] - <48 14928 > true count=2, estimated count=156, Key=665664
[682] - <38 39 41 1727 > true count=2, estimated count=156, Key=3513671
[683] - <39 16049 > true count=2, estimated count=156, Key=1278842
[684] - <38 55 16217 > true count=11, estimated count=157, Key=4960816
[685] - <39 41 751 > true count=5, estimated count=156, Key=945445
[686] - <38 39 41 94 105 382 475 795 958 1337 1818 1819 2631 3311 3369 4417 5680 12842 12959 13061 13141 13609 > true count=1, estimated count=157, Key=4366901
[687] - <740 16217 > true count=10, estimated count=156, Key=1371439
[688] - <32 39 48 89 1609 > true count=2, estimated count=156, Key=4680875
[689] - <38 39 4344 > true count=3, estimated count=156, Key=5360147
[690] - <48 446 > true count=2, estimated count=157, Key=244010
[691] - <41 715 > true count=7, estimated count=156, Key=391146
[692] - <39 48 7062 > true count=2, estimated count=156, Key=1205493
[693] - <39 41 338 1609 > true count=2, estimated count=156, Key=3644605
[694] - <32 48 2728 > true count=2, estimated count=158, Key=3379000
[695] - <39 41 1867 > true count=4, estimated count=156, Key=2317009
[696] - <1677 2638 16430 16431 > true count=2, estimated count=157, Key=1884116
[697] - <32 1138 > true count=4, estimated count=156, Key=622518
[698] - <39 48 10017 > true count=3, estimated count=156, Key=4837188
[699] - <39 1987 16217 > true count=9, estimated count=156, Key=6017621
[700] - <32 38 1831 > true count=4, estimated count=156, Key=2271117
[701] - <39 4777 > true count=2, estimated count=156, Key=2613058
[702] - <48 584 > true count=2, estimated count=156, Key=319496
[703] - <39 305 > true count=2, estimated count=156, Key=166874
[704] - <48 128 369 794 1561 1937 2310 2669 3806 3866 4288 4843 9150 13423 14309 16410 16430 16431 > true count=1, estimated count=157, Key=3780624
[705] - <39 48 731 > true count=3, estimated count=156, Key=924694
[706] - <39 233 > true count=3, estimated count=156, Key=127490
[707] - <32 48 225 921 984 1183 8137 9150 10818 11447 12036 12547 12982 13182 15288 15956 16461 > true count=1, estimated count=157, Key=2267745
[708] - <39 441 16155 > true count=11, estimated count=156, Key=5095761
[709] - <773 > true count=2, estimated count=156, Key=773
[710] - <48 4382 > true count=3, estimated count=157, Key=2397002
[711] - <38 41 3759 > true count=8, estimated count=156, Key=4642276
[712] - <32 39 48 65 1609 > true count=2, estimated count=157, Key=4633043
[713] - <38 39 15634 > true count=3, estimated count=156, Key=4235557
[714] - <41 1973 > true count=9, estimated count=158, Key=1079272
[715] - <15 39 16010 > true count=19, estimated count=156, Key=4697638
[716] - <41 2184 16010 > true count=20, estimated count=156, Key=5870979
[717] - <32 10129 16430 > true count=2, estimated count=156, Key=3233065
[718] - <11671 16010 > true count=21, estimated count=157, Key=1269141
[719] - <39 48 6942 > true count=2, estimated count=156, Key=1058013
[720] - <32 39 48 740 > true count=2, estimated count=157, Key=1555177
[721] - <41 176 817 16217 > true count=8, estimated count=156, Key=3420887
[722] - <32 48 269 > true count=2, estimated count=156, Key=356889
[723] - <32 5510 > true count=2, estimated count=156, Key=3014002
[724] - <2267 > true count=13, estimated count=157, Key=2267
[725] - <48 441 885 > true count=9, estimated count=156, Key=1328940
[726] - <2623 > true count=3, estimated count=156, Key=2623
[727] - <48 1294 4143 > true count=2, estimated count=156, Key=5799613
[728] - <39 13062 > true count=2, estimated count=156, Key=7144953
[729] - <48 1385 > true count=2, estimated count=156, Key=757643
[730] - <2703 > true count=3, estimated count=156, Key=2703
[731] - <41 15634 > true count=3, estimated count=156, Key=1051839
[732] - <32 48 1355 16430 16431 > true count=2, estimated count=157, Key=4605392
[733] - <39 48 78 225 > true count=3, estimated count=156, Key=570582
[734] - <32 39 48 910 16430 16431 > true count=1, estimated count=157, Key=899468
[735] - <16462 > true count=1, estimated count=156, Key=16462
[736] - <32 39 48 1791 16430 16431 > true count=2, estimated count=158, Key=2655301
[737] - <48 549 12677 > true count=2, estimated count=157, Key=880384
[738] - <48 1379 > true count=144, estimated count=156, Key=754361
[739] - <39 48 757 > true count=3, estimated count=156, Key=956648
[740] - <41 397 > true count=3, estimated count=156, Key=217200
[741] - <39 2184 14933 > true count=7, estimated count=156, Key=4547344
[742] - <39 41 48 13160 > true count=2, estimated count=156, Key=3809338
[743] - <39 41 48 2723 > true count=2, estimated count=156, Key=5508397
[744] - <38 39 41 48 84 156 170 438 713 1345 1479 1486 5164 6387 13382 15578 15879 16430 16431 > true count=1, estimated count=157, Key=5977520
[745] - <48 589 3462 > true count=2, estimated count=156, Key=4577029
[746] - <32 41 48 14933 > true count=7, estimated count=156, Key=7342920
[747] - <39 649 14098 > true count=3, estimated count=156, Key=2681484
[748] - <19 237 > true count=6, estimated count=156, Key=129658
[749] - <3550 > true count=4, estimated count=156, Key=3550
[750] - <39 48 396 12999 16430 16431 > true count=1, estimated count=156, Key=2925467
[751] - <39 48 1343 1479 12925 16430 16431 > true count=1, estimated count=156, Key=6632595
[752] - <39 438 3042 13065 > true count=1, estimated count=157, Key=16788
[753] - <39 48 12773 > true count=3, estimated count=157, Key=724312
[754] - <41 2245 > true count=3, estimated count=156, Key=1228056
[755] - <39 4013 > true count=2, estimated count=156, Key=2195150
[756] - <32 48 297 544 16430 16431 > true count=2, estimated count=158, Key=480974
[757] - <38 39 13056 > true count=3, estimated count=156, Key=1067195
[758] - <913 16217 > true count=9, estimated count=156, Key=1371612
[759] - <32 39 41 622 > true count=2, estimated count=156, Key=1311400
[760] - <39 48 548 16217 > true count=7, estimated count=156, Key=3020268
[761] - <32 39 48 2058 > true count=2, estimated count=157, Key=4181951
[762] - <153 > true count=4, estimated count=156, Key=153
[763] - <1415 > true count=113, estimated count=162, Key=1415
[764] - <38 39 78 16430 16431 > true count=3, estimated count=158, Key=3031042
[765] - <32 38 39 55 78 10921 16430 16431 > true count=1, estimated count=156, Key=7154348
[766] - <39 48 10448 > true count=7, estimated count=157, Key=5366887
[767] - <41 13603 > true count=19, estimated count=156, Key=7440882
[768] - <39 41 10446 > true count=7, estimated count=159, Key=5360600
[769] - <32 76 > true count=151, estimated count=160, Key=41604
[770] - <1937 > true count=4, estimated count=159, Key=1937
[771] - <48 1609 15210 > true count=2, estimated count=157, Key=4573261
[772] - <38 41 840 16430 16431 > true count=2, estimated count=157, Key=3968634
[773] - <48 3676 > true count=3, estimated count=156, Key=2010820
[774] - <48 15988 16010 > true count=21, estimated count=157, Key=5921774
[775] - <41 48 15436 > true count=3, estimated count=156, Key=3997141
[776] - <36 38 39 41 48 78 > true count=3, estimated count=158, Key=561736
[777] - <32 38 39 41 370 2552 2893 3321 3904 4720 8317 10033 10829 11560 12959 > true count=1, estimated count=157, Key=90812
[778] - <14099 16010 16011 > true count=22, estimated count=158, Key=5949088
[779] - <39 65 1067 > true count=4, estimated count=157, Key=1346937
[780] - <48 10484 > true count=5, estimated count=159, Key=5734796
[781] - <5315 > true count=14, estimated count=158, Key=5315
[782] - <5244 > true count=19, estimated count=159, Key=5244
[783] - <39 41 48 136 > true count=3, estimated count=156, Key=352506
[784] - <38 41 48 16430 16431 > true count=16, estimated count=171, Key=2995266
[785] - <31 39 48 16217 > true count=6, estimated count=159, Key=2400837
[786] - <36 38 39 41 48 370 989 1010 1135 1895 4221 9168 9569 13005 > true count=1, estimated count=156, Key=6807546
[787] - <32 39 48 420 > true count=2, estimated count=157, Key=917417
[788] - <39 41 48 334 694 1841 2310 2406 5152 6956 10699 10797 16430 16431 > true count=1, estimated count=157, Key=3310872
[789] - <39 48 896 > true count=5, estimated count=157, Key=1127479
[790] - <39 4342 > true count=5, estimated count=156, Key=2375113
[791] - <543 1612 2995 6065 > true count=1, estimated count=156, Key=1650707
[792] - <39 705 > true count=4, estimated count=157, Key=385674
[793] - <39 570 16430 16431 > true count=1, estimated count=157, Key=751282
[794] - <1360 1561 12925 > true count=2, estimated count=156, Key=1740052
[795] - <41 413 12997 16430 > true count=2, estimated count=156, Key=3944255
[796] - <38 2065 > true count=7, estimated count=159, Key=1129593
[797] - <39 48 73 89 607 664 1096 1327 2201 2394 2839 3730 3935 5026 5446 7746 10474 11397 12030 12317 12630 13174 14060 14717 14881 14976 15838 16057 16088 > true count=1, estimated count=156, Key=5237969
[798] - <3946 > true count=26, estimated count=162, Key=3946
[799] - <249 878 1444 1478 1883 3025 4770 4854 6458 7068 13300 14241 > true count=1, estimated count=156, Key=177268
[800] - <39 271 16430 16431 > true count=6, estimated count=160, Key=587729
[801] - <1004 16010 > true count=24, estimated count=160, Key=1258474
[802] - <41 48 4144 > true count=2, estimated count=156, Key=5119273
[803] - <39 48 184 785 2659 3733 5953 6140 > true count=1, estimated count=156, Key=3818753
[804] - <39 48 297 16430 16431 > true count=6, estimated count=161, Key=3305117
[805] - <39 7775 > true count=4, estimated count=160, Key=4252964
[806] - <38 48 1590 > true count=4, estimated count=156, Key=1980404
[807] - <101 176 > true count=3, estimated count=156, Key=96373
[808] - <1741 16430 16431 > true count=3, estimated count=158, Key=6682650
[809] - <38 39 110 9150 16430 16431 > true count=2, estimated count=158, Key=2397992
[810] - <32 418 > true count=65, estimated count=159, Key=228678
[811] - <39 5694 16430 16431 > true count=2, estimated count=156, Key=3554110
[812] - <48 544 16430 16431 > true count=9, estimated count=163, Key=737069
[813] - <31 39 41 310 16430 16431 > true count=2, estimated count=157, Key=7195064
[814] - <48 269 16430 16431 > true count=2, estimated count=157, Key=586644
[815] - <41 1825 > true count=3, estimated count=156, Key=998316
[816] - <39 334 16430 > true count=3, estimated count=158, Key=5375207
[817] - <39 521 1072 1270 3394 4981 5307 5338 10818 11801 13174 16430 16431 16466 > true count=1, estimated count=157, Key=746600
[818] - <32 39 48 2353 > true count=2, estimated count=156, Key=4769886
[819] - <38 48 440 > true count=4, estimated count=156, Key=567054
[820] - <39 41 544 649 > true count=2, estimated count=156, Key=1984499
[821] - <32 39 48 4336 > true count=2, estimated count=156, Key=1222005
[822] - <39 48 186 649 > true count=2, estimated count=156, Key=1548346
[823] - <32 41 12973 > true count=2, estimated count=156, Key=966276
[824] - <255 16217 > true count=12, estimated count=158, Key=1370954
[825] - <39 41 1066 > true count=14, estimated count=158, Key=1332580
[826] - <32 39 4807 > true count=2, estimated count=156, Key=5929168
[827] - <48 5153 > true count=2, estimated count=156, Key=2818739
[828] - <48 711 > true count=4, estimated count=156, Key=388965
[829] - <809 7205 > true count=12, estimated count=158, Key=3941944
[830] - <78 716 > true count=2, estimated count=156, Key=391730
[831] - <301 15578 > true count=2, estimated count=156, Key=1021467
[832] - <38 39 41 48 225 16217 > true count=7, estimated count=161, Key=6359026
[833] - <39 41 675 > true count=20, estimated count=160, Key=852041
[834] - <481 > true count=6, estimated count=157, Key=481
[835] - <48 251 297 351 615 623 675 724 1012 1025 1397 2015 2607 2665 3769 4616 5730 5919 5948 7205 12933 16430 16431 > true count=1, estimated count=156, Key=4063370
[836] - <405 16430 > true count=4, estimated count=159, Key=1487615
[837] - <39 2769 16217 > true count=10, estimated count=157, Key=6445375
[838] - <2208 16217 > true count=10, estimated count=157, Key=1372907
[839] - <48 89 405 596 716 788 1003 2856 10184 13543 14568 16430 > true count=1, estimated count=157, Key=2376624
[840] - <943 > true count=37, estimated count=158, Key=943
[841] - <6553 > true count=65, estimated count=156, Key=6553
[842] - <38 39 830 > true count=5, estimated count=156, Key=1041441
[843] - <41 48 89 15832 > true count=32, estimated count=163, Key=1688854
[844] - <39 5925 > true count=5, estimated count=156, Key=3241014
[845] - <39 270 1318 1609 13300 14953 16430 16431 > true count=1, estimated count=156, Key=2736142
[846] - <107 12677 15791 > true count=2, estimated count=156, Key=3841565
[847] - <2851 > true count=12, estimated count=157, Key=2851
[848] - <16405 16430 16431 > true count=10, estimated count=166, Key=6697314
[849] - <39 16182 > true count=6, estimated count=158, Key=1351593
[850] - <39 48 1562 16217 > true count=8, estimated count=158, Key=4266474
[851] - <39 41 270 2238 > true count=15, estimated count=157, Key=4814630
[852] - <41 8679 > true count=23, estimated count=157, Key=4747454
[853] - <48 314 561 793 795 796 821 1076 1084 1357 1819 2743 3311 3558 3884 4124 5276 5989 8691 10606 13032 16430 16431 > true count=1, estimated count=157, Key=6291753
[854] - <684 16217 > true count=10, estimated count=157, Key=1371383
[855] - <340 14099 > true count=2, estimated count=156, Key=212493
[856] - <48 314 16430 16431 > true count=2, estimated count=158, Key=611259
[857] - <48 447 > true count=121, estimated count=157, Key=244557
[858] - <13753 > true count=10, estimated count=156, Key=13753
[859] - <48 77 13189 > true count=3, estimated count=156, Key=1251448
[860] - <48 136 314 317 703 945 961 1138 1290 2566 6352 6398 6563 10878 12477 16430 16431 > true count=1, estimated count=156, Key=3052447
[861] - <1048 16430 > true count=3, estimated count=158, Key=1488258
[862] - <32 13174 > true count=2, estimated count=156, Key=7206210
[863] - <38 823 1831 3149 3324 > true count=1, estimated count=156, Key=3114151
[864] - <39 399 > true count=141, estimated count=162, Key=218292
[865] - <38 39 48 9150 16430 > true count=3, estimated count=159, Key=3482383
[866] - <39 48 13318 > true count=5, estimated count=157, Key=1394117
[867] - <48 2238 8978 > true count=19, estimated count=156, Key=4758196
[868] - <3483 > true count=5, estimated count=158, Key=3483
[869] - <37 38 677 > true count=3, estimated count=156, Key=852856
[870] - <5317 > true count=20, estimated count=158, Key=5317
[871] - <39 956 3998 > true count=2, estimated count=156, Key=5436513
[872] - <41 10451 16217 > true count=13, estimated count=167, Key=3147431
[873] - <4513 > true count=3, estimated count=156, Key=4513
[874] - <43 16010 > true count=19, estimated count=156, Key=1257513
[875] - <1008 > true count=154, estimated count=158, Key=1008
[876] - <39 41 533 649 > true count=3, estimated count=157, Key=1970980
[877] - <39 48 505 > true count=3, estimated count=157, Key=646940
[878] - <622 16430 > true count=2, estimated count=156, Key=1487832
[879] - <103 225 > true count=6, estimated count=156, Key=123178
[880] - <39 7951 > true count=9, estimated count=162, Key=4349236
[881] - <48 677 16430 > true count=6, estimated count=161, Key=5562837
[882] - <1066 10928 > true count=2, estimated count=156, Key=5978682
[883] - <48 1067 16430 > true count=2, estimated count=156, Key=5776167
[884] - <16333 > true count=2, estimated count=156, Key=16333
[885] - <41 903 1219 > true count=2, estimated count=156, Key=1992133
[886] - <31 32 39 48 16430 16431 > true count=2, estimated count=157, Key=6666611
[887] - <32 48 15002 16430 16431 > true count=2, estimated count=158, Key=6377555
[888] - <166 16217 > true count=13, estimated count=160, Key=1370865
[889] - <39 16175 > true count=12, estimated count=160, Key=1347764
[890] - <38 41 1590 > true count=2, estimated count=156, Key=1976575
[891] - <12657 > true count=11, estimated count=156, Key=12657
[892] - <48 2822 > true count=2, estimated count=156, Key=1543682
[893] - <41 2537 > true count=2, estimated count=156, Key=1387780
[894] - <38 48 255 390 653 785 6543 9150 16430 16431 > true count=1, estimated count=157, Key=3839803
[895] - <4685 16430 > true count=2, estimated count=156, Key=1491895
[896] - <39 438 16010 > true count=25, estimated count=161, Key=4915915
[897] - <32 14098 16430 16431 > true count=3, estimated count=158, Key=651091
[898] - <39 167 > true count=80, estimated count=157, Key=91388
[899] - <38 39 48 78 604 1727 > true count=2, estimated count=157, Key=580600
[900] - <38 14099 > true count=19, estimated count=156, Key=212191
[901] - <39 48 2715 > true count=2, estimated count=157, Key=3363030
[902] - <48 1016 > true count=4, estimated count=157, Key=555800
[903] - <39 41 2238 16011 > true count=19, estimated count=156, Key=4682891
[904] - <16430 16431 16457 > true count=3, estimated count=158, Key=6729840
[905] - <3186 16010 > true count=20, estimated count=156, Key=1260656
[906] - <32 48 270 806 842 947 1481 1890 2042 2878 8507 12466 16430 16431 > true count=1, estimated count=157, Key=6574534
[907] - <5821 > true count=4, estimated count=156, Key=5821
[908] - <32 38 371 1874 2771 12959 > true count=1, estimated count=157, Key=5735317
[909] - <32 37 38 39 48 438 1135 1543 2218 2554 > true count=1, estimated count=157, Key=3716620
[910] - <12 32 147 590 716 789 791 830 1080 1246 2100 2325 2976 3242 14098 15208 15385 15971 16283 16430 16431 16457 > true count=1, estimated count=157, Key=5181287
[911] - <48 1638 16430 16431 > true count=1, estimated count=156, Key=1335487
[912] - <41 3502 > true count=34, estimated count=161, Key=1915635
[913] - <41 704 1113 > true count=2, estimated count=157, Key=1753006
[914] - <48 1517 > true count=32, estimated count=156, Key=829847
[915] - <41 1744 > true count=9, estimated count=156, Key=954009
[916] - <41 446 > true count=2, estimated count=156, Key=244003
[917] - <41 179 16155 > true count=3, estimated count=156, Key=4952449
[918] - <32 1783 > true count=9, estimated count=156, Key=975333
[919] - <107 549 1067 > true count=2, estimated count=156, Key=1611753
[920] - <13174 16010 > true count=24, estimated count=160, Key=1270644
[921] - <38 41 105 123 > true count=2, estimated count=157, Key=396649
[922] - <13174 16430 16431 > true count=9, estimated count=164, Key=6694083
[923] - <7 32 101 260 544 652 1598 16430 16431 > true count=1, estimated count=157, Key=5559033
[924] - <39 48 1677 4698 > true count=3, estimated count=158, Key=3950442
[925] - <39 48 267 425 622 1609 1677 2310 4557 4698 4854 12929 12959 14966 16405 > true count=1, estimated count=157, Key=2159131
[926] - <41 48 1629 16430 16431 > true count=2, estimated count=158, Key=4942147
[927] - <101 3270 > true count=3, estimated count=156, Key=1788791
[928] - <15667 > true count=27, estimated count=159, Key=15667
[929] - <19 32 39 111 449 490 576 729 730 731 781 956 1557 1715 1878 1987 2390 2926 3559 4237 4976 7107 9095 9510 10797 14098 15084 15578 15835 16405 16430 16431 16457 > true count=1, estimated count=157, Key=5774633
[930] - <39 41 48 107 > true count=9, estimated count=158, Key=294709
[931] - <41 48 3537 > true count=6, estimated count=157, Key=4373270
[932] - <48 2631 16430 > true count=3, estimated count=158, Key=6631675
[933] - <41 48 176 817 > true count=7, estimated count=156, Key=1870882
[934] - <48 2117 > true count=39, estimated count=156, Key=1158047
[935] - <39 48 173 885 974 1698 1973 3199 3200 3201 4976 5481 7050 7895 8477 11181 11296 > true count=1, estimated count=157, Key=2812592
[936] - <32 41 808 > true count=10, estimated count=158, Key=1015491
[937] - <48 1867 2665 16430 > true count=2, estimated count=157, Key=7041572
[938] - <150 15578 > true count=2, estimated count=156, Key=1021316
[939] - <808 817 > true count=9, estimated count=157, Key=447707
[940] - <48 426 16010 > true count=22, estimated count=158, Key=4909360
[941] - <39 2525 > true count=3, estimated count=156, Key=1381214
[942] - <39 48 1558 16430 > true count=3, estimated count=159, Key=4686067
[943] - <808 10917 > true count=2, estimated count=156, Key=5972407
[944] - <39 48 225 12925 > true count=3, estimated count=157, Key=3562345
[945] - <39 48 150 16430 16431 > true count=2, estimated count=157, Key=3124454
[946] - <32 824 16430 16431 > true count=3, estimated count=158, Key=890213
[947] - <32 41 176 > true count=9, estimated count=156, Key=238763
[948] - <150 766 > true count=2, estimated count=156, Key=419152
[949] - <39 10571 > true count=3, estimated count=156, Key=5782376
[950] - <48 10132 16430 16431 > true count=2, estimated count=157, Key=5981705
[951] - <39 48 727 793 > true count=2, estimated count=156, Key=2500227
[952] - <39 4969 > true count=5, estimated count=159, Key=2718082
[953] - <32 39 48 824 > true count=14, estimated count=166, Key=1722589
[954] - <48 7166 > true count=3, estimated count=157, Key=3919850
[955] - <38 39 41 48 1209 > true count=2, estimated count=157, Key=3490965
[956] - <39 2281 > true count=13, estimated count=157, Key=1247746
[957] - <928 > true count=3, estimated count=156, Key=928
[958] - <41 1929 > true count=5, estimated count=156, Key=1055204
[959] - <41 3467 > true count=3, estimated count=156, Key=1896490
[960] - <58 > true count=99, estimated count=167, Key=58
[961] - <865 16217 > true count=10, estimated count=157, Key=1371564
[962] - <39 48 1265 > true count=6, estimated count=157, Key=1580980
[963] - <32 48 842 947 16430 16431 > true count=2, estimated count=158, Key=1953958
[964] - <48 1837 16430 16431 > true count=2, estimated count=158, Key=1444340
[965] - <39 48 413 12925 > true count=3, estimated count=157, Key=3793397
[966] - <4203 > true count=4, estimated count=156, Key=4203
[967] - <94 16217 > true count=7, estimated count=156, Key=1370793
[968] - <31 48 16430 16431 > true count=7, estimated count=163, Key=465740
[969] - <824 16010 > true count=20, estimated count=157, Key=1258294
[970] - <38 1062 > true count=2, estimated count=156, Key=580952
[971] - <150 201 > true count=2, estimated count=156, Key=110097
[972] - <38 1360 4143 14098 > true count=2, estimated count=157, Key=3933019
[973] - <41 1562 > true count=11, estimated count=157, Key=854455
[974] - <176 808 > true count=13, estimated count=159, Key=442152
[975] - <32 12929 16217 > true count=10, estimated count=156, Key=4502888
[976] - <38 39 379 16217 > true count=12, estimated count=159, Key=2807643
[977] - <39 41 48 2771 > true count=2, estimated count=158, Key=5604061
[978] - <1693 16217 > true count=10, estimated count=156, Key=1372392
[979] - <38 39 48 5507 > true count=2, estimated count=156, Key=3555814
[980] - <39 48 310 15578 > true count=3, estimated count=157, Key=1454239
[981] - <39 41 48 5507 > true count=2, estimated count=157, Key=3556909
[982] - <32 48 441 > true count=5, estimated count=157, Key=568277
[983] - <1218 > true count=3, estimated count=156, Key=1218
[984] - <39 48 15838 > true count=6, estimated count=158, Key=4491197
[985] - <48 808 15879 > true count=3, estimated count=158, Key=4957315
[986] - <65 301 > true count=2, estimated count=156, Key=164712
[987] - <48 141 142 16430 16431 > true count=1, estimated count=156, Key=3165502
[988] - <39 4460 > true count=3, estimated count=157, Key=2439659
[989] - <38 13052 > true count=3, estimated count=156, Key=7139482
[990] - <503 > true count=4, estimated count=157, Key=503
[991] - <41 65 1043 > true count=2, estimated count=156, Key=1317443
[992] - <41 1113 16430 16431 > true count=2, estimated count=157, Key=1048305
[993] - <39 41 1910 16430 16431 > true count=1, estimated count=156, Key=5283665
[994] - <32 48 345 16430 > true count=2, estimated count=156, Key=3195283
[995] - <48 804 16217 > true count=6, estimated count=156, Key=5370529
[996] - <38 48 511 > true count=2, estimated count=157, Key=654313
[997] - <10374 > true count=3, estimated count=158, Key=10374
[998] - <2958 16217 > true count=10, estimated count=156, Key=1373657
[999] - <32 39 48 65 76 78 265 490 514 583 966 1027 1134 1275 1854 2561 3057 3431 5439 5761 10420 13258 > true count=1, estimated count=156, Key=5973741
[1000] - <413 15578 > true count=11, estimated count=157, Key=1021579
[1001] - <41 48 420 16430 16431 > true count=2, estimated count=157, Key=3456286
[1002] - <39 48 1425 16430 16431 > true count=3, estimated count=158, Key=4691429
[1003] - <39 41 4932 > true count=2, estimated count=156, Key=6083894
[1004] - <39 12925 16010 > true count=23, estimated count=169, Key=4246304
[1005] - <48 1404 16217 > true count=7, estimated count=159, Key=5698729
[1006] - <7376 > true count=3, estimated count=156, Key=7376
[1007] - <3315 16217 > true count=9, estimated count=156, Key=1374014
[1008] - <39 12962 > true count=13, estimated count=158, Key=7090253
[1009] - <1304 > true count=2, estimated count=156, Key=1304
[1010] - <39 310 1842 1994 > true count=2, estimated count=157, Key=6407469
[1011] - <39 842 16217 > true count=7, estimated count=157, Key=5391306
[1012] - <39 2126 5051 10656 11484 16468 > true count=1, estimated count=157, Key=6649472
[1013] - <39 12032 > true count=2, estimated count=156, Key=6581543
[1014] - <48 3402 > true count=12, estimated count=156, Key=1860942
[1015] - <41 2344 > true count=7, estimated count=158, Key=1282209
[1016] - <48 926 > true count=76, estimated count=160, Key=506570
[1017] - <32 80 314 1081 1135 2848 4056 16430 16431 > true count=1, estimated count=157, Key=5338697
[1018] - <298 830 4488 5074 > true count=1, estimated count=157, Key=1082542
[1019] - <885 9843 > true count=7, estimated count=156, Key=5385006
[1020] - <310 16155 > true count=7, estimated count=157, Key=1337095
[1021] - <41 48 445 521 534 587 716 808 1020 1309 1311 2187 2607 3189 4883 12982 15879 > true count=1, estimated count=157, Key=1694963
[1022] - <413 15832 > true count=33, estimated count=160, Key=1160517
[1023] - <817 3151 16217 > true count=12, estimated count=161, Key=6655107
[1024] - <12929 13174 > true count=6, estimated count=160, Key=7219107
[1025] - <39 1332 > true count=109, estimated count=158, Key=728643
[1026] - <259 16217 > true count=11, estimated count=158, Key=1370958
[1027] - <41 2894 > true count=3, estimated count=158, Key=1583059
[1028] - <39 282 > true count=124, estimated count=166, Key=154293
[1029] - <1580 > true count=3, estimated count=157, Key=1580
[1030] - <39 10542 > true count=9, estimated count=159, Key=5766513
[1031] - <13184 > true count=27, estimated count=159, Key=13184
[1032] - <39 48 4143 > true count=5, estimated count=159, Key=5118042
[1033] - <38 39 956 > true count=17, estimated count=162, Key=1196295
[1034] - <18 16430 16431 > true count=3, estimated count=157, Key=6680927
[1035] - <1744 16217 > true count=11, estimated count=157, Key=1372443
[1036] - <39 2374 > true count=7, estimated count=160, Key=1298617
[1037] - <956 16430 16431 > true count=14, estimated count=169, Key=6681865
[1038] - <39 13328 > true count=14, estimated count=169, Key=7290455
[1039] - <4913 > true count=181, estimated count=182, Key=4913
[1040] - <48 1704 16010 > true count=23, estimated count=159, Key=5608426
[1041] - <48 1455 > true count=21, estimated count=158, Key=795933
[1042] - <32 956 16430 16431 > true count=5, estimated count=159, Key=962417
[1043] - <32 237 16430 16431 > true count=4, estimated count=159, Key=569124
[1044] - <39 876 > true count=5, estimated count=158, Key=479211
[1045] - <2520 > true count=9, estimated count=158, Key=2520
[1046] - <479 1619 2958 16430 16431 > true count=1, estimated count=157, Key=7435263
[1047] - <32 65 533 738 822 903 1282 1600 4383 5958 8068 13190 > true count=1, estimated count=157, Key=382838
[1048] - <338 16430 16431 > true count=4, estimated count=159, Key=6681247
[1049] - <39 13222 > true count=7, estimated count=158, Key=7232473
[1050] - <810 13797 16430 16431 > true count=1, estimated count=157, Key=487222
[1051] - <13662 > true count=88, estimated count=159, Key=13662
[1052] - <41 855 > true count=158, estimated count=158, Key=467726
[1053] - <41 82 > true count=22, estimated count=158, Key=44895
[1054] - <38 41 170 16430 16431 > true count=5, estimated count=160, Key=3145204
[1055] - <39 117 976 > true count=161, estimated count=161, Key=1263542
[1056] - <32 3270 > true count=175, estimated count=175, Key=1788722
[1057] - <39 41 48 178 > true count=7, estimated count=159, Key=436212
[1058] - <48 1004 16217 > true count=14, estimated count=169, Key=5479929
[1059] - <39 1854 > true count=10, estimated count=162, Key=1014177
[1060] - <38 48 824 > true count=23, estimated count=157, Key=1038990
[1061] - <48 1160 > true count=133, estimated count=161, Key=634568
[1062] - <32 325 548 938 1569 1570 3579 4178 7209 7718 10739 12951 12959 16430 16431 > true count=1, estimated count=157, Key=476532
[1063] - <38 178 > true count=5, estimated count=157, Key=97404
[1064] - <2787 > true count=23, estimated count=160, Key=2787
[1065] - <39 48 2284 2505 > true count=7, estimated count=160, Key=325796
[1066] - <41 48 78 16430 16431 > true count=8, estimated count=164, Key=3035968
[1067] - <10606 16430 16431 > true count=4, estimated count=160, Key=6691515
[1068] - <39 41 842 > true count=6, estimated count=158, Key=1057284
[1069] - <39 48 713 > true count=5, estimated count=158, Key=902572
[1070] - <2749 13041 > true count=39, estimated count=159, Key=7136176
[1071] - <41 48 350 475 649 5641 16430 > true count=1, estimated count=157, Key=6024674
[1072] - <16155 16430 16431 > true count=8, estimated count=163, Key=6697064
[1073] - <82 16010 > true count=28, estimated count=164, Key=1257552
[1074] - <41 7910 > true count=24, estimated count=160, Key=4326811
[1075] - <41 48 297 16430 16431 > true count=5, estimated count=160, Key=3305119
[1076] - <39 41 48 885 16217 > true count=9, estimated count=159, Key=1425796
[1077] - <4563 > true count=110, estimated count=166, Key=4563
[1078] - <39 48 89 16430 16431 > true count=4, estimated count=160, Key=3049485
[1079] - <2525 > true count=39, estimated count=166, Key=2525
[1080] - <1156 > true count=21, estimated count=158, Key=1156
[1081] - <39 41 9150 10542 > true count=1, estimated count=157, Key=2278022
[1082] - <38 48 716 > true count=2, estimated count=157, Key=906258
[1083] - <48 544 9150 16430 > true count=2, estimated count=157, Key=6787956
[1084] - <39 317 > true count=5, estimated count=160, Key=173438
