---OutputTable---
time=990001
table_size=3258
[1] - <2 446 41266 > true count=1, estimated count=2681, Key=5959878
[800] - <1981 > true count=4, estimated count=2683, Key=1981
[801] - <6 11 136 504 > true count=5, estimated count=2683, Key=1177639
[802] - <3 6 64 69 135 215 442 701 857 1883 2044 2045 2422 3322 3758 4155 > true count=1, estimated count=2682, Key=3929941
[803] - <7 146 > true count=2, estimated count=2681, Key=79869
[804] - <6 11 215 1800 > true count=8, estimated count=2682, Key=3857658
[805] - <6 64 148 218 670 > true count=14, estimated count=2681, Key=2493210
[806] - <1 6 715 > true count=1, estimated count=2681, Key=882018
[807] - <3 4 120 8610 > true count=1, estimated count=2681, Key=2309401
[808] - <6 27 148 218 254 > true count=17, estimated count=2682, Key=1329387
[809] - <3 6 11 2304 4886 4981 > true count=1, estimated count=2682, Key=5877251
[810] - <1 6 11 148 508 > true count=4, estimated count=2684, Key=1708258
[811] - <6 11 148 514 526 529 2283 2284 > true count=2, estimated count=2682, Key=7148067
[812] - <2 3 11 218 > true count=71, estimated count=2683, Key=449636
[813] - <6 7 83 205 897 > true count=11, estimated count=2681, Key=2980260
[814] - <6 11 27 148 278 > true count=18, estimated count=2685, Key=1098392
[815] - <3 6 1810 > true count=12, estimated count=2682, Key=2227775
[816] - <1 6 247 > true count=6, estimated count=2685, Key=306846
[817] - <1 3 6 278 > true count=4, estimated count=2682, Key=563070
[818] - <1 6 7 205 445 > true count=2, estimated count=2682, Key=1643756
[819] - <3 6 11 361 472 650 2122 2123 2129 2130 > true count=1, estimated count=2682, Key=2527273
[820] - <6 11 2973 > true count=2, estimated count=2683, Key=3659840
[821] - <1 6 2126 > true count=5, estimated count=2683, Key=2616137
[822] - <3 6 64 2448 > true count=4, estimated count=2683, Key=4960805
[823] - <3 6 11 472 650 2130 > true count=2, estimated count=2683, Key=2871880
[824] - <6 7 11 27 212 > true count=17, estimated count=2685, Key=653953
[825] - <1 3 6 11 218 662 > true count=3, estimated count=2682, Key=3000843
[826] - <6 11 148 218 1536 > true count=286, estimated count=2699, Key=4844853
[827] - <6 11 90 148 218 379 > true count=6, estimated count=2684, Key=2368078
[828] - <6 11 71 77 999 1000 > true count=5, estimated count=2684, Key=6573994
[829] - <6 27 205 321 > true count=22, estimated count=2682, Key=906473
[830] - <1 6 11 218 491 > true count=29, estimated count=2685, Key=1801035
[831] - <55 64 148 > true count=2, estimated count=2683, Key=216955
[832] - <1 6 40 148 218 281 > true count=3, estimated count=2684, Key=1952950
[833] - <6 27 215 218 > true count=28, estimated count=2683, Key=713484
[834] - <1 6 269 273 829 3155 3949 > true count=2, estimated count=2682, Key=1913478
[835] - <6 11 71 77 999 > true count=103, estimated count=2701, Key=2992994
[836] - <1 6 40 658 > true count=3, estimated count=2682, Key=1363837
[837] - <3 6 4148 > true count=1, estimated count=2681, Key=5101177
[838] - <1 2 6 27 > true count=7, estimated count=2681, Key=62280
[839] - <6 3181 > true count=2, estimated count=2681, Key=1740013
[840] - <6 7 27 205 2817 > true count=169, estimated count=2793, Key=689516
[841] - <1 2 3 64 > true count=2, estimated count=2683, Key=132334
[842] - <1 6 27 934 > true count=33, estimated count=2682, Key=1897928
[843] - <3 2416 > true count=3, estimated count=2681, Key=1321555
[844] - <6 11 27 49 218 > true count=2909, estimated count=2910, Key=736145
[845] - <3 6 11 56 438 > true count=2, estimated count=2683, Key=1332474
[846] - <6 11 2826 > true count=3379, estimated count=3385, Key=3479177
[847] - <3 6 7 11 265 > true count=15, estimated count=2683, Key=762296
[848] - <6 136 218 987 > true count=7, estimated count=2688, Key=2309411
[849] - <1 6 11 148 218 253 254 1806 > true count=2, estimated count=2683, Key=2941781
[850] - <6 69 205 > true count=10, estimated count=2683, Key=289694
[851] - <6 11 288 > true count=2, estimated count=2681, Key=359975
[852] - <3 6 11 14 644 > true count=6, estimated count=2682, Key=1815062
[853] - <1 5 6 > true count=2, estimated count=2681, Key=10110
[854] - <1 6 307 7814 > true count=2, estimated count=2681, Key=953888
[855] - <3 787 > true count=6, estimated count=2681, Key=430492
[856] - <3 6 11 148 218 364 > true count=3, estimated count=2684, Key=2214534
[857] - <8633 > true count=2, estimated count=2681, Key=8633
[858] - <1 6 47 531 3297 3569 5242 > true count=2, estimated count=2682, Key=1138253
[859] - <6 11 148 218 229 232 537 > true count=3, estimated count=2681, Key=4456779
[860] - <1 3 6 11 27 69 71 77 316 438 445 517 518 573 633 916 1065 1808 23949 > true count=1, estimated count=2682, Key=4323397
[861] - <6 64 78 507 > true count=2, estimated count=2681, Key=1141327
[862] - <6 666 1906 > true count=2, estimated count=2683, Key=2706782
[863] - <3 3347 > true count=3, estimated count=2683, Key=1830812
[864] - <3 6 11 314 1524 > true count=4, estimated count=2682, Key=4832082
[865] - <6 90 537 777 > true count=11, estimated count=2685, Key=2257770
[866] - <6 11 90 491 > true count=59, estimated count=2687, Key=1095196
[867] - <1 6 818 1836 3804 4196 > true count=2, estimated count=2682, Key=150825
[868] - <6 11 64 644 670 > true count=15, estimated count=2690, Key=3210001
[869] - <1 6 11 136 247 > true count=3, estimated count=2683, Key=966853
[870] - <1 6 7 11 446 > true count=11, estimated count=2685, Key=1259863
[871] - <6 90 148 155 218 > true count=120, estimated count=2689, Key=1139325
[872] - <1 6 78 > true count=2, estimated count=2682, Key=99145
[873] - <6 76 534 1836 > true count=2, estimated count=2681, Key=4357012
[874] - <307 1538 > true count=2, estimated count=2681, Key=841593
[875] - <6 11 1023 > true count=30, estimated count=2685, Key=1263290
[876] - <6 77 138 218 > true count=31, estimated count=2684, Key=646201
[877] - <6 514 525 528 1518 1519 > true count=46, estimated count=2682, Key=4091214
[878] - <3 6 77 136 > true count=54, estimated count=2683, Key=368966
[879] - <2045 > true count=8, estimated count=2686, Key=2045
[880] - <6 11 64 205 > true count=153, estimated count=2694, Key=493244
[881] - <6 11 148 218 438 504 > true count=4, estimated count=2684, Key=3631275
[882] - <6 11 786 > true count=16, estimated count=2684, Key=972017
[883] - <1 6 64 584 697 > true count=4, estimated count=2683, Key=3161904
[884] - <1 6 269 273 697 > true count=3, estimated count=2683, Key=2794026
[885] - <6 11 64 644 1149 > true count=5, estimated count=2683, Key=4526772
[886] - <1 6 56 303 697 3322 > true count=3, estimated count=2682, Key=6988121
[887] - <3 5 > true count=66, estimated count=2685, Key=2738
[888] - <6 11 148 916 > true count=2801, estimated count=2802, Key=2013503
[889] - <1 6 11 633 > true count=21, estimated count=2688, Key=1278371
[890] - <6 152 16016 17932 > true count=1, estimated count=2681, Key=3005290
[891] - <1 6 56 64 303 > true count=3, estimated count=2681, Key=1032606
[892] - <6 11 27 136 148 218 > true count=22, estimated count=2683, Key=1497764
[893] - <1 6 269 273 303 > true count=5, estimated count=2684, Key=1710920
[894] - <1 3 6 11 40 64 77 521 > true count=2, estimated count=2683, Key=711021
[895] - <6 71 303 > true count=4, estimated count=2681, Key=411230
[896] - <6 11 332 333 334 > true count=2446, estimated count=3473, Key=1995886
[897] - <1 6 531 3791 > true count=2, estimated count=2682, Key=711345
[898] - <1 6 91 > true count=8, estimated count=2687, Key=115122
[899] - <6 11 239 > true count=6, estimated count=2685, Key=299754
[900] - <6 11 3187 > true count=8, estimated count=2683, Key=3922846
[901] - <1 6 11 148 218 650 > true count=5, estimated count=2683, Key=3238698
[902] - <6 531 885 > true count=6, estimated count=2681, Key=1378128
[903] - <6 11 135 423 > true count=22, estimated count=2681, Key=1014977
[904] - <3 6 434 > true count=3, estimated count=2684, Key=536671
[905] - <3 6 218 229 > true count=2686, estimated count=2707, Key=727604
[906] - <1 6 11 432 > true count=3, estimated count=2684, Key=877778
[907] - <1 6 11 148 155 218 235 254 987 > true count=2, estimated count=2683, Key=3097597
[908] - <3 6 11 473 > true count=38, estimated count=2686, Key=959493
[909] - <3 6 587 > true count=6, estimated count=2682, Key=724708
[910] - <3 6 7 11 762 859 863 866 3356 > true count=1, estimated count=2682, Key=3356549
[911] - <6 11 64 247 1033 1714 1855 3644 18178 > true count=1, estimated count=2682, Key=5202466
[912] - <1 6 11 148 218 259 432 > true count=2, estimated count=2683, Key=3748399
[913] - <1 6 7 11 87 218 > true count=14, estimated count=2683, Key=1053630
[914] - <3 6 11 40 77 148 218 273 > true count=3, estimated count=2683, Key=1802236
[915] - <3 6 11 77 667 > true count=3, estimated count=2683, Key=2003848
[916] - <6 148 218 1691 > true count=6, estimated count=2684, Key=3719047
[917] - <1 6 11 27 303 > true count=17, estimated count=2683, Key=903560
[918] - <6 432 > true count=5, estimated count=2685, Key=236310
[919] - <6 7 11 27 148 218 321 > true count=3, estimated count=2682, Key=2677816
[920] - <6 11 77 4597 > true count=3, estimated count=2684, Key=1762477
[921] - <6 7 11 27 77 438 > true count=5, estimated count=2684, Key=1851316
[922] - <3 6 11 2163 > true count=3, estimated count=2684, Key=4327663
[923] - <1 6 7 11 148 688 3492 > true count=2, estimated count=2683, Key=3342521
[924] - <1 3 6 7 11 148 218 512 1628 1707 3492 > true count=2, estimated count=2683, Key=3995459
[925] - <6 11 77 218 987 1025 > true count=2, estimated count=2683, Key=6918918
[926] - <1 3 1056 > true count=2, estimated count=2683, Key=1299466
[927] - <6 1352 > true count=5, estimated count=2682, Key=739550
[928] - <3 27 55 > true count=57, estimated count=2684, Key=82367
[929] - <3 6 11 148 218 316 677 > true count=2, estimated count=2682, Key=5035663
[930] - <6 11 332 333 334 338 339 > true count=215, estimated count=2684, Key=4704983
[931] - <6 27 631 > true count=13, estimated count=2683, Key=790274
[932] - <1 6 7 11 27 83 85 86 90 537 737 3374 > true count=2, estimated count=2682, Key=4734296
[933] - <6 7 11 28 32 421 > true count=3, estimated count=2682, Key=1668727
[934] - <3 148 218 573 > true count=2, estimated count=2681, Key=1490870
[935] - <6 11 148 218 492 987 > true count=2, estimated count=2682, Key=5509344
[936] - <1 6 64 670 > true count=92, estimated count=2688, Key=1417249
[937] - <3 6 11 148 218 273 504 > true count=3, estimated count=2683, Key=4116847
[938] - <6 11 273 446 > true count=7, estimated count=2683, Key=1230418
[939] - <6 11 148 1118 > true count=2, estimated count=2682, Key=2416089
[940] - <3 6 11 40 148 218 303 > true count=3, estimated count=2682, Key=2623597
[941] - <4 6 135 > true count=8, estimated count=2682, Key=169201
[942] - <1 6 7 87 205 > true count=9, estimated count=2681, Key=748822
[943] - <6 87 205 1496 > true count=7, estimated count=2681, Key=3281068
[944] - <6 11 303 314 > true count=6, estimated count=2684, Key=1004212
[945] - <1 6 7 11 27 77 > true count=6, estimated count=2684, Key=383769
[946] - <1 6 11 40 69 314 1011 > true count=2, estimated count=2682, Key=5880268
[947] - <4 555 > true count=4, estimated count=2682, Key=303589
[948] - <6 56 512 > true count=2656, estimated count=2737, Key=659886
[949] - <6 11 218 667 > true count=2972, estimated count=2974, Key=1603276
[950] - <6 27 87 2331 > true count=21, estimated count=2685, Key=4767381
[951] - <6 7 11 27 87 211 > true count=2717, estimated count=3317, Key=1065919
[952] - <6 69 138 218 > true count=17, estimated count=2682, Key=641825
[953] - <7 316 402 490 897 > true count=2, estimated count=2681, Key=4109340
[954] - <6 11 69 144 148 218 438 830 2012 > true count=2, estimated count=2681, Key=4603118
[955] - <6 11 27 810 > true count=2, estimated count=2681, Key=1653536
[956] - <3 6 69 215 > true count=3, estimated count=2683, Key=516581
[957] - <6 11 40 69 > true count=27, estimated count=2686, Key=192700
[958] - <2065 > true count=3, estimated count=2681, Key=2065
[959] - <6 126 > true count=3, estimated count=2681, Key=68928
[960] - <6 11 521 522 > true count=117, estimated count=2702, Key=1686678
[961] - <1 6 11 1536 > true count=32, estimated count=2687, Key=3078050
[962] - <2 3 6 27 > true count=18, estimated count=2685, Key=62828
[963] - <3 6 7 11 27 205 1052 > true count=3, estimated count=2684, Key=5493031
[964] - <504 522 > true count=4, estimated count=2684, Key=286038
[965] - <6 819 > true count=12, estimated count=2682, Key=447999
[966] - <504 521 522 587 > true count=2, estimated count=2683, Key=2096920
[967] - <87 897 2300 > true count=8, estimated count=2682, Key=3317446
[968] - <6 11 27 265 > true count=2749, estimated count=2762, Key=567351
[969] - <1 6 7 11 12 148 305 306 987 1829 3383 > true count=2, estimated count=2683, Key=3975545
[970] - <6 11 781 > true count=62, estimated count=2691, Key=965872
[971] - <6 11 90 531 > true count=6, estimated count=2682, Key=1174916
[972] - <1 6 7 40 > true count=22, estimated count=2683, Key=91606
[973] - <3 1144 > true count=2721, estimated count=2727, Key=625771
[974] - <6 11 41 46 148 218 > true count=29, estimated count=2686, Key=1335600
[975] - <1 6 376 > true count=11, estimated count=2683, Key=465387
[976] - <1 6 11 69 438 > true count=5, estimated count=2685, Key=1358381
[977] - <6 7 11 492 > true count=3, estimated count=2683, Key=997910
[978] - <6 11 148 218 363 > true count=3, estimated count=2682, Key=1620276
[979] - <3 6 77 83 > true count=80, estimated count=2687, Key=263337
[980] - <6 64 730 > true count=7, estimated count=2682, Key=932184
[981] - <6 11 77 146 496 4811 > true count=1, estimated count=2682, Key=3983329
[982] - <6 152 1850 > true count=1, estimated count=2681, Key=2356800
[983] - <6 11 69 77 148 218 > true count=12, estimated count=2683, Key=1431795
[984] - <3 845 > true count=84, estimated count=2685, Key=462218
[985] - <6 205 737 > true count=7, estimated count=2681, Key=1017914
[986] - <1 6 69 138 > true count=28, estimated count=2683, Key=363118
[987] - <218 2081 > true count=1, estimated count=2681, Key=1138525
[988] - <14 111 137 852 1660 3787 > true count=1, estimated count=2682, Key=5051727
[989] - <6 11 2296 > true count=3, estimated count=2681, Key=2827807
[990] - <6 7 11 512 1628 1694 1707 > true count=2, estimated count=2683, Key=4126003
[991] - <6 7 11 32 136 662 > true count=2, estimated count=2683, Key=2825616
[992] - <1 6 148 218 306 438 473 2251 5243 > true count=2, estimated count=2681, Key=490626
[993] - <3 6 205 1507 > true count=6, estimated count=2682, Key=3258681
[994] - <4737 > true count=5, estimated count=2683, Key=4737
[995] - <6 7 71 77 83 148 218 897 > true count=2, estimated count=2682, Key=1967385
[996] - <832 > true count=2673, estimated count=2720, Key=832
[997] - <6 11 118 > true count=2792, estimated count=2815, Key=151045
[998] - <3 6 11 64 4628 > true count=3, estimated count=2682, Key=5366728
[999] - <6 7 11 136 218 > true count=23, estimated count=2683, Key=887684
[1000] - <3 6 11 800 > true count=7, estimated count=2685, Key=1611204
[1001] - <1 3 6 7 27 667 > true count=3, estimated count=2682, Key=2485717
[1002] - <6 11 148 218 233 2072 > true count=4, estimated count=2681, Key=1182738
[1003] - <3 6 11 55 686 > true count=1, estimated count=2681, Key=2012233
[1004] - <2186 > true count=3, estimated count=2683, Key=2186
[1005] - <6 11 69 154 357 > true count=2, estimated count=2683, Key=1379139
[1006] - <6 7 11 27 265 > true count=21, estimated count=2682, Key=799650
[1007] - <6 7 11 27 87 4238 > true count=2, estimated count=2683, Key=486606
[1008] - <6 7 77 83 136 667 897 934 > true count=2, estimated count=2683, Key=6992849
[1009] - <6 11 370 > true count=2947, estimated count=3378, Key=460753
[1010] - <3 6 11 56 64 148 218 > true count=2, estimated count=2683, Key=1798114
[1011] - <6 11 656 > true count=4, estimated count=2683, Key=812247
[1012] - <6 7 11 87 2331 > true count=20, estimated count=2683, Key=6598664
[1013] - <1 6 148 218 3654 > true count=2, estimated count=2682, Key=3164495
[1014] - <1 6 148 667 2251 > true count=2, estimated count=2682, Key=202505
[1015] - <4990 > true count=54, estimated count=2683, Key=4990
[1016] - <54 > true count=7, estimated count=2683, Key=54
[1017] - <6 7 49 136 934 > true count=3, estimated count=2682, Key=2902670
[1018] - <6 7 14 > true count=451, estimated count=2734, Key=21041
[1019] - <6 2457 > true count=4, estimated count=2685, Key=1343985
[1020] - <1 6 11 455 > true count=25, estimated count=2684, Key=923617
[1021] - <6 330 331 332 333 334 > true count=209, estimated count=2696, Key=3360462
[1022] - <6 11 205 2817 > true count=2940, estimated count=3141, Key=5872249
[1023] - <6 7 11 204 > true count=27, estimated count=2685, Key=423926
[1024] - <2448 > true count=42, estimated count=2686, Key=2448
[1025] - <6 7 11 27 446 > true count=25, estimated count=2690, Key=1297219
[1026] - <1 3 6 737 > true count=98, estimated count=2707, Key=1477857
[1027] - <6 7 27 278 897 > true count=51, estimated count=2689, Key=3056925
[1028] - <3 4 6 11 218 > true count=61, estimated count=2717, Key=630770
[1029] - <6 11 27 83 148 218 > true count=2829, estimated count=3015, Key=1392135
[1030] - <6 11 40 83 > true count=17, estimated count=2685, Key=220602
[1031] - <6 324 330 334 338 > true count=2417, estimated count=2685, Key=2177628
[1032] - <3 632 > true count=2876, estimated count=2876, Key=345707
[1033] - <869 > true count=2767, estimated count=2770, Key=869
[1034] - <6 7 11 27 897 3351 > true count=16, estimated count=2688, Key=7036949
[1035] - <3 6 7 55 > true count=105, estimated count=2699, Key=121503
[1036] - <1 6 7 148 218 321 512 897 > true count=2, estimated count=2683, Key=4320082
[1037] - <161 > true count=9, estimated count=2682, Key=161
[1038] - <6 11 90 260 > true count=2936, estimated count=2938, Key=634813
[1039] - <6 11 520 > true count=3583, estimated count=3597, Key=645103
[1040] - <6 11 18 > true count=9, estimated count=2684, Key=28145
[1041] - <6 11 863 > true count=16, estimated count=2686, Key=1066650
[1042] - <3 6 27 77 > true count=2893, estimated count=2987, Key=189929
[1043] - <1166 > true count=2668, estimated count=2700, Key=1166
[1044] - <1 6 11 71 > true count=310, estimated count=2710, Key=158305
[1045] - <6 11 2168 > true count=8, estimated count=2684, Key=2670495
[1046] - <1524 > true count=2705, estimated count=2705, Key=1524
[1047] - <6 11 148 218 564 > true count=11, estimated count=2683, Key=2172825
[1048] - <3 6 11 90 148 218 281 775 > true count=3, estimated count=2684, Key=2626760
[1049] - <6 77 314 > true count=2740, estimated count=2800, Key=428031
[1050] - <6 11 240 > true count=2724, estimated count=2737, Key=300983
[1051] - <6 90 148 218 777 > true count=75, estimated count=2725, Key=2801575
[1052] - <1 6 11 582 > true count=2832, estimated count=2834, Key=1176728
[1053] - <483 > true count=4, estimated count=2684, Key=483
[1054] - <6 11 136 215 > true count=27, estimated count=2686, Key=601662
[1055] - <6 11 148 218 1863 > true count=3, estimated count=2683, Key=5743776
[1056] - <1 6 7 11 27 49 > true count=18, estimated count=2685, Key=283501
[1057] - <6 7 11 27 1529 > true count=20, estimated count=2695, Key=4274386
[1058] - <3 6 218 504 > true count=2796, estimated count=2860, Key=1275679
[1059] - <6 7 11 28 32 83 > true count=55, estimated count=2701, Key=458349
[1060] - <1 6 11 568 2993 > true count=6, estimated count=2686, Key=1876583
[1061] - <3 6 260 > true count=2969, estimated count=3073, Key=322825
[1062] - <6 11 27 49 148 218 > true count=27, estimated count=2687, Key=1324373
[1063] - <4 6 11 294 > true count=4, estimated count=2684, Key=602747
[1064] - <3 6 11 70 3502 > true count=1, estimated count=2681, Key=2283312
[1065] - <3 6 491 > true count=2967, estimated count=3070, Key=606724
[1066] - <6 7 11 56 > true count=3582, estimated count=3591, Key=128962
[1067] - <6 11 90 229 > true count=2772, estimated count=2777, Key=573030
[1068] - <6 11 148 218 232 > true count=3034, estimated count=3095, Key=1260157
[1069] - <3 6 7 11 27 49 > true count=23, estimated count=2688, Key=283503
[1070] - <1 3 6 11 64 148 218 521 > true count=3, estimated count=2682, Key=1701162
[1071] - <6 11 148 218 1044 > true count=18, estimated count=2685, Key=3492345
[1072] - <3 6 11 46 148 218 > true count=14, estimated count=2685, Key=1295992
[1073] - <2081 > true count=22, estimated count=2685, Key=2081
[1074] - <1 6 11 64 83 148 218 > true count=2, estimated count=2683, Key=1866287
[1075] - <6 11 40 138 > true count=3043, estimated count=3885, Key=330217
[1076] - <6 7 27 28 32 83 > true count=49, estimated count=2697, Key=478013
[1077] - <329 333 338 339 > true count=1608, estimated count=2729, Key=1273509
[1078] - <6 55 136 > true count=16, estimated count=2685, Key=197235
[1079] - <3 6 11 434 650 1030 3539 > true count=2, estimated count=2683, Key=7002965
[1080] - <6 631 632 > true count=71, estimated count=2747, Key=1121891
[1081] - <6 11 564 > true count=122, estimated count=2703, Key=699179
[1082] - <6 11 90 473 672 2357 > true count=4, estimated count=2685, Key=3847067
[1083] - <324 329 333 338 > true count=1605, estimated count=2686, Key=1263178
[1084] - <1 6 11 290 > true count=88, estimated count=2689, Key=594772
[1085] - <1 6 11 148 218 281 > true count=7, estimated count=2685, Key=1917309
[1086] - <6 7 11 87 1138 > true count=19, estimated count=2699, Key=3319107
[1087] - <3 6 11 135 148 > true count=2793, estimated count=2797, Key=692711
[1088] - <3 6 2356 > true count=3, estimated count=2684, Key=2898809
[1089] - <6 7 398 399 400 > true count=11, estimated count=2683, Key=2387784
[1090] - <1 6 11 55 148 218 > true count=2, estimated count=2683, Key=1313927
[1091] - <1 7 27 465 > true count=5, estimated count=2684, Key=963758
[1092] - <1 6 11 1030 > true count=9, estimated count=2685, Key=2069592
[1093] - <6 7 11 667 > true count=9, estimated count=2684, Key=1346685
[1094] - <6 11 438 568 > true count=61, estimated count=2703, Key=1676349
[1095] - <6 588 > true count=2703, estimated count=2824, Key=321642
[1096] - <6 11 90 316 > true count=128, estimated count=2686, Key=746421
[1097] - <6 7 11 218 897 > true count=1950, estimated count=3017, Key=2917681
[1098] - <2 6 55 > true count=51, estimated count=2693, Key=70879
[1099] - <6 27 218 278 > true count=480, estimated count=2708, Key=836751
[1100] - <3 6 148 218 1131 > true count=7, estimated count=2684, Key=3728770
[1101] - <3 6 11 496 > true count=5, estimated count=2685, Key=1005332
[1102] - <323 > true count=4, estimated count=2683, Key=323
[1103] - <1 6 11 83 273 > true count=2, estimated count=2683, Key=932698
[1104] - <6 11 27 423 > true count=2912, estimated count=3114, Key=882245
[1105] - <6 11 78 > true count=17, estimated count=2686, Key=101885
[1106] - <6 11 629 2057 > true count=6, estimated count=2684, Key=4878665
[1107] - <6 11 1009 > true count=5, estimated count=2683, Key=1246084
[1108] - <3 6 1025 > true count=2859, estimated count=2965, Key=1263010
[1109] - <6 77 667 > true count=31, estimated count=2688, Key=861868
[1110] - <6 635 > true count=7, estimated count=2688, Key=347351
[1111] - <3 6 7 11 27 148 218 2333 > true count=2, estimated count=2683, Key=1604133
[1112] - <6 329 333 338 > true count=1607, estimated count=2688, Key=1262860
[1113] - <6 7 11 27 87 205 897 > true count=10, estimated count=2684, Key=5010070
[1114] - <3 6 55 6549 > true count=1, estimated count=2682, Key=5623037
[1115] - <1 6 603 > true count=2, estimated count=2682, Key=744370
[1116] - <1 6 678 > true count=77, estimated count=2701, Key=836545
[1117] - <6 153 > true count=947, estimated count=2830, Key=83697
[1118] - <6 11 90 148 218 230 > true count=4, estimated count=2683, Key=1834509
[1119] - <3 6 11 106 12749 15342 > true count=1, estimated count=2682, Key=214765
[1120] - <1 6 11 3437 > true count=5, estimated count=2685, Key=6866743
[1121] - <6 11 2941 > true count=52, estimated count=2686, Key=3620512
[1122] - <6 138 631 632 > true count=28, estimated count=2684, Key=2110567
[1123] - <228 > true count=60, estimated count=2683, Key=228
[1124] - <3 6 11 148 218 273 303 > true count=4, estimated count=2683, Key=3228226
[1125] - <6 11 148 218 221 > true count=60, estimated count=2691, Key=1229918
[1126] - <6 11 799 > true count=1, estimated count=2682, Key=987994
[1127] - <6 11 77 102 397 1716 > true count=2, estimated count=2683, Key=40291
[1128] - <1 6 11 688 > true count=7, estimated count=2685, Key=1387986
[1129] - <6 11 64 3612 > true count=9, estimated count=2687, Key=7283395
[1130] - <6 11 148 218 598 > true count=28, estimated count=2684, Key=2266291
[1131] - <6 11 55 135 > true count=9, estimated count=2685, Key=342673
[1132] - <6 11 69 138 > true count=2644, estimated count=3221, Key=365858
[1133] - <6 11 56 800 > true count=2, estimated count=2683, Key=1669247
[1134] - <6 7 11 400 1834 > true count=6, estimated count=2683, Key=5856220
[1135] - <6 4103 > true count=1, estimated count=2682, Key=2244347
[1136] - <3 6 11 40 148 218 > true count=76, estimated count=2693, Key=1284034
[1137] - <3 6 40 148 218 > true count=2873, estimated count=2924, Key=946691
[1138] - <6 148 218 650 > true count=189, estimated count=2696, Key=1644334
[1139] - <6 218 1810 > true count=2900, estimated count=2928, Key=2343742
[1140] - <6 7 11 402 897 3352 > true count=2, estimated count=2683, Key=287905
[1141] - <4 6 11 87 > true count=2, estimated count=2683, Key=190196
[1142] - <3 6 11 64 273 303 > true count=2, estimated count=2683, Key=1979876
[1143] - <1 3 6 91 > true count=1, estimated count=2682, Key=190379
[1144] - <6 7 11 27 205 1138 > true count=9, estimated count=2686, Key=4709888
[1145] - <6 11 584 644 > true count=11, estimated count=2690, Key=2007251
[1146] - <6 27 87 148 218 > true count=2777, estimated count=3296, Key=1015944
[1147] - <2 6 11 148 432 > true count=1, estimated count=2682, Key=1499335
[1148] - <1 6 11 90 537 > true count=5, estimated count=2685, Key=1672385
[1149] - <1 6 55 218 > true count=119, estimated count=2693, Key=505352
[1150] - <1 3 6 25 303 > true count=2, estimated count=2683, Key=891788
[1151] - <6 11 603 > true count=46, estimated count=2691, Key=747110
[1152] - <1 6 866 > true count=2854, estimated count=2910, Key=1067597
[1153] - <6 11 218 1019 > true count=2726, estimated count=2755, Key=2304812
[1154] - <6 7 90 148 218 > true count=2698, estimated count=2705, Key=1008691
[1155] - <6 11 269 303 > true count=3354, estimated count=3363, Key=940503
[1156] - <3 6 148 364 > true count=541, estimated count=2698, Key=910629
[1157] - <6 11 1751 > true count=9, estimated count=2687, Key=2158002
[1158] - <1 6 11 77 155 > true count=6, estimated count=2685, Key=596358
[1159] - <3 6 64 77 > true count=2666, estimated count=2769, Key=235402
[1160] - <6 11 148 218 587 > true count=17, estimated count=2684, Key=2236052
[1161] - <6 205 1496 > true count=2882, estimated count=3076, Key=1950725
[1162] - <1 496 > true count=5, estimated count=2682, Key=271313
[1163] - <6 11 155 259 > true count=2841, estimated count=2844, Key=712705
[1164] - <6 2300 > true count=1102, estimated count=2909, Key=1258106
[1165] - <3 6 11 64 138 4985 > true count=1, estimated count=2682, Key=3375003
[1166] - <3 6 218 269 > true count=48, estimated count=2688, Key=807324
[1167] - <1 6 11 686 > true count=2609, estimated count=3131, Key=1384000
[1168] - <6 11 77 148 987 > true count=2869, estimated count=3268, Key=3108883
[1169] - <1 6 11 232 > true count=2776, estimated count=2783, Key=479178
[1170] - <3181 > true count=15, estimated count=2684, Key=3181
[1171] - <6 11 89 148 218 > true count=145, estimated count=2770, Key=1009650
[1172] - <6 11 64 1716 > true count=4, estimated count=2683, Key=3504667
[1173] - <1 6 11 55 91 218 532 19007 > true count=1, estimated count=2682, Key=3528213
[1174] - <6 11 10624 > true count=1, estimated count=2682, Key=5562919
[1175] - <3 6 880 > true count=1, estimated count=2682, Key=1084805
[1176] - <6 7 11 205 1507 > true count=83, estimated count=2689, Key=4568662
[1177] - <6 218 435 > true count=2744, estimated count=2757, Key=653867
[1178] - <1 6 11 241 506 2356 > true count=2, estimated count=2683, Key=2824945
[1179] - <3 6 11 132 148 218 > true count=4, estimated count=2684, Key=1467390
[1180] - <6 11 148 229 364 > true count=357, estimated count=2756, Key=1644948
[1181] - <1 3 6 7 11 438 > true count=4, estimated count=2684, Key=1621684
[1182] - <6 40 77 218 > true count=2684, estimated count=2715, Key=550993
[1183] - <3 6 2072 > true count=61, estimated count=2688, Key=2549773
[1184] - <6 11 90 504 987 > true count=6, estimated count=2686, Key=3834368
[1185] - <6 3776 > true count=5, estimated count=2686, Key=2065478
[1186] - <6 11 148 218 506 > true count=23, estimated count=2685, Key=2013383
[1187] - <6 6402 > true count=1, estimated count=2682, Key=3501900
[1188] - <3 6 11 237 > true count=4, estimated count=2684, Key=489145
[1189] - <6 11 579 > true count=2793, estimated count=2807, Key=717614
[1190] - <6 64 552 > true count=2, estimated count=2683, Key=713422
[1191] - <3 13475 > true count=1, estimated count=2682, Key=7370828
