---OutputTable---
time=340182
table_size=626
[1] - <12 17 18 43 44 > true count=9, estimated count=179683, Key=238088
[327] - <8 12 16 17 18 24 31 43 66 > true count=13722, estimated count=181301, Key=368739
[328] - <12 16 17 18 27 28 31 59 66 > true count=1083, estimated count=180540, Key=413234
[329] - <1 12 15 16 17 18 28 29 31 > true count=1069, estimated count=179979, Key=308853
[330] - <12 17 18 29 63 66 > true count=5399, estimated count=179721, Key=498763
[331] - <1 12 14 15 16 17 18 21 25 26 27 29 31 43 46 63 64 66 > true count=4, estimated count=179686, Key=963102
[332] - <12 16 17 18 25 27 31 66 > true count=1952, estimated count=179749, Key=368060
[333] - <12 16 17 18 24 29 31 41 > true count=177022, estimated count=185006, Key=372448
[334] - <12 16 17 18 22 28 31 41 > true count=1101, estimated count=179730, Key=363369
[335] - <8 12 17 18 21 24 41 > true count=12893, estimated count=179704, Key=388273
[336] - <12 16 17 18 24 28 31 66 > true count=14090, estimated count=180210, Key=368892
[337] - <12 17 18 28 29 43 66 > true count=4874, estimated count=181990, Key=612727
[338] - <10 12 17 31 > true count=85450, estimated count=180027, Key=89250
[339] - <12 15 16 17 18 21 25 31 > true count=1104, estimated count=179768, Key=297001
[340] - <8 12 16 17 18 24 29 31 > true count=188052, estimated count=204282, Key=323783
[341] - <8 12 17 18 21 24 29 43 > true count=12888, estimated count=183436, Key=335264
[342] - <12 15 16 17 18 24 29 31 > true count=13462, estimated count=179976, Key=325428
[343] - <1 12 16 17 18 28 31 > true count=180074, estimated count=196023, Key=346911
[344] - <12 16 17 18 25 29 43 66 > true count=1766, estimated count=181040, Key=428274
[345] - <1 12 14 16 17 18 > true count=1100, estimated count=179705, Key=166850
[346] - <12 17 18 21 41 59 66 > true count=1969, estimated count=179712, Key=689060
[347] - <12 15 16 17 18 31 41 59 > true count=1161, estimated count=179721, Key=403575
[348] - <1 12 16 17 18 22 28 43 > true count=1089, estimated count=179818, Key=312205
[349] - <12 16 17 18 21 25 27 31 > true count=182463, estimated count=194047, Key=332183
[350] - <12 16 17 18 27 63 > true count=21343, estimated count=181168, Key=365357
[351] - <12 16 17 18 31 63 66 > true count=15884, estimated count=180867, Key=668139
[352] - <12 16 17 18 21 24 31 41 > true count=176303, estimated count=184193, Key=346296
[353] - <1 12 17 18 21 25 > true count=1733, estimated count=181343, Key=210586
[354] - <12 15 16 17 18 29 31 43 66 > true count=1792, estimated count=181117, Key=388289
[355] - <1 12 16 17 18 28 31 43 59 > true count=1082, estimated count=179797, Key=379227
[356] - <12 14 16 17 18 21 28 31 > true count=1091, estimated count=179896, Key=309717
[357] - <12 16 17 18 21 27 29 31 41 > true count=183181, estimated count=201974, Key=370614
[358] - <12 16 17 18 31 41 43 66 > true count=17352, estimated count=181861, Key=487740
[359] - <8 12 17 18 24 31 41 66 > true count=12874, estimated count=182254, Key=421653
[360] - <12 16 17 18 24 27 29 66 > true count=14425, estimated count=179974, Key=356469
[361] - <12 15 16 17 18 27 31 43 > true count=184175, estimated count=184251, Key=345025
[362] - <12 15 16 17 18 21 25 27 > true count=53, estimated count=179732, Key=296997
[363] - <12 15 16 17 18 25 28 31 66 > true count=1116, estimated count=180089, Key=360690
[364] - <12 15 16 17 18 24 28 31 > true count=1072, estimated count=179738, Key=321007
[365] - <8 12 17 18 24 25 66 > true count=13020, estimated count=179842, Key=510626
[366] - <12 16 17 18 21 25 28 31 43 > true count=1087, estimated count=179868, Key=360125
[367] - <12 16 17 18 28 29 31 41 66 > true count=1102, estimated count=179712, Key=419546
[368] - <12 16 17 18 22 25 28 31 > true count=1118, estimated count=179759, Key=339353
[369] - <12 16 17 18 21 29 31 41 66 > true count=16080, estimated count=180042, Key=400303
[370] - <12 15 16 17 21 28 31 > true count=99471, estimated count=185333, Key=356810
[371] - <12 14 15 16 17 18 25 66 > true count=1071, estimated count=179723, Key=279775
[372] - <12 16 17 18 21 25 27 31 38 41 43 63 66 > true count=7, estimated count=179687, Key=898590
[373] - <10 12 16 17 18 > true count=191316, estimated count=196761, Key=109601
[374] - <12 15 16 17 18 28 29 31 66 > true count=1181, estimated count=179799, Key=375854
[375] - <12 16 17 18 27 28 29 31 > true count=179509, estimated count=183971, Key=368262
[376] - <8 12 16 17 18 21 24 31 66 > true count=13709, estimated count=180756, Key=327037
[377] - <8 12 16 17 18 24 25 31 > true count=13146, estimated count=182614, Key=306099
[378] - <12 16 17 18 24 25 28 31 41 43 63 66 > true count=7, estimated count=179686, Key=727118
[379] - <12 16 17 18 25 31 41 > true count=187904, estimated count=194852, Key=426528
[380] - <12 16 17 18 21 24 27 29 31 > true count=17730, estimated count=180185, Key=345557
[381] - <12 14 16 17 18 43 > true count=185274, estimated count=185282, Key=264680
[382] - <8 12 17 18 24 27 31 66 > true count=13029, estimated count=182158, Key=363119
[383] - <8 12 16 17 18 24 28 66 > true count=12200, estimated count=180773, Key=319397
[384] - <1 12 16 17 18 27 31 > true count=179491, estimated count=222389, Key=343330
[385] - <12 15 16 17 18 21 31 43 > true count=193219, estimated count=193242, Key=323539
[386] - <12 15 16 17 18 21 27 31 66 > true count=16035, estimated count=182114, Key=341945
[387] - <12 17 18 21 28 31 41 > true count=182871, estimated count=182891, Key=442530
[388] - <12 16 17 18 24 31 43 46 66 > true count=13, estimated count=179686, Key=468769
[389] - <1 12 15 16 17 18 21 25 26 27 28 29 31 41 43 46 53 56 59 64 66 > true count=3, estimated count=179686, Key=1621258
[390] - <1 12 15 16 17 18 21 25 26 27 29 31 41 43 46 59 64 66 > true count=4, estimated count=179687, Key=1030803
[391] - <8 12 17 18 21 24 27 31 66 > true count=22, estimated count=179686, Key=362512
[392] - <12 16 17 18 21 24 27 43 > true count=183270, estimated count=207705, Key=328614
[393] - <12 16 17 18 21 24 27 31 > true count=200523, estimated count=200537, Key=328602
[394] - <12 17 18 21 27 31 41 59 > true count=21099, estimated count=182487, Key=439840
[395] - <12 16 17 18 21 24 29 31 43 > true count=14124, estimated count=185413, Key=360965
[396] - <12 15 16 17 18 29 31 66 > true count=17110, estimated count=181912, Key=352210
[397] - <1 12 16 17 18 21 27 28 31 > true count=1144, estimated count=179786, Key=321145
[398] - <8 10 12 17 18 24 38 43 63 66 > true count=5, estimated count=179685, Key=473149
[399] - <12 16 17 18 25 31 43 > true count=206023, estimated count=206043, Key=435370
[400] - <12 16 17 18 21 29 31 43 59 > true count=1814, estimated count=179763, Key=396476
[401] - <12 16 17 18 21 24 29 31 66 > true count=14684, estimated count=180541, Key=373546
[402] - <12 15 16 17 18 28 43 > true count=124603, estimated count=183030, Key=401615
[403] - <12 16 17 18 22 25 31 > true count=1275, estimated count=180938, Key=352585
[404] - <12 16 17 18 21 25 29 > true count=191339, estimated count=218432, Key=340994
[405] - <12 15 16 17 18 21 29 43 > true count=100034, estimated count=202683, Key=314697
[406] - <12 16 17 18 21 27 31 43 59 > true count=21050, estimated count=180575, Key=389314
[407] - <12 16 17 18 29 31 63 > true count=21146, estimated count=193067, Key=534786
[408] - <1 12 16 17 18 27 28 31 43 > true count=1085, estimated count=180306, Key=353619
[409] - <12 17 18 25 28 43 59 > true count=1055, estimated count=179737, Key=573052
[410] - <12 16 17 18 22 28 31 43 66 > true count=1075, estimated count=179713, Key=399473
[411] - <12 16 17 18 27 41 43 66 > true count=1968, estimated count=179717, Key=476744
[412] - <12 15 16 17 18 41 43 > true count=183172, estimated count=224901, Key=448168
[413] - <12 16 17 18 22 31 43 > true count=185457, estimated count=193703, Key=427123
[414] - <12 16 17 18 31 41 43 46 66 > true count=13, estimated count=179695, Key=523822
[415] - <12 15 16 17 18 22 28 31 > true count=1175, estimated count=180814, Key=313845
[416] - <12 17 18 21 30 > true count=21098, estimated count=179773, Key=155756
[417] - <1 12 16 17 18 29 31 59 > true count=8978, estimated count=183072, Key=350551
[418] - <8 12 16 17 18 24 28 31 > true count=14235, estimated count=181179, Key=319362
[419] - <12 17 18 24 43 59 > true count=168163, estimated count=201646, Key=408751
[420] - <8 12 17 18 24 28 31 > true count=154828, estimated count=221225, Key=366634
[421] - <12 16 17 18 21 27 29 31 43 66 > true count=2014, estimated count=179835, Key=452822
[422] - <12 17 18 27 63 > true count=180790, estimated count=219839, Key=258431
[423] - <12 16 17 18 24 29 31 43 66 > true count=13015, estimated count=180200, Key=408552
[424] - <12 15 16 17 18 21 27 43 66 > true count=1945, estimated count=179846, Key=341957
[425] - <12 16 17 18 21 24 27 31 66 > true count=14746, estimated count=181084, Key=364704
[426] - <8 12 16 17 18 21 24 31 43 > true count=13251, estimated count=180740, Key=314456
[427] - <1 12 17 18 25 28 66 > true count=1088, estimated count=180045, Key=524111
[428] - <12 16 17 18 21 25 27 29 > true count=1921, estimated count=179758, Key=332181
[429] - <12 16 17 18 21 28 29 31 41 > true count=1097, estimated count=179883, Key=374195
[430] - <1 12 16 17 18 21 31 43 66 > true count=7373, estimated count=181725, Key=357989
[431] - <12 16 17 18 31 63 > true count=201554, estimated count=201575, Key=376353
[432] - <12 16 17 18 27 28 31 41 66 > true count=1076, estimated count=180113, Key=413216
[433] - <12 16 17 18 21 29 31 59 66 > true count=1787, estimated count=179741, Key=400321
[434] - <15 17 21 27 29 31 66 > true count=240, estimated count=179839, Key=571452
[435] - <12 17 18 24 31 41 59 > true count=13667, estimated count=179916, Key=572144
[436] - <1 12 16 17 18 29 31 41 > true count=11221, estimated count=180374, Key=350533
[437] - <8 12 16 17 18 24 31 43 > true count=184253, estimated count=199815, Key=332637
[438] - <1 12 16 17 18 27 31 41 > true count=1902, estimated count=179731, Key=343371
[439] - <12 16 17 18 25 31 59 66 > true count=1057, estimated count=179716, Key=506172
[440] - <12 17 18 31 41 43 59 66 > true count=1777, estimated count=180628, Key=620813
[441] - <12 16 17 18 21 38 > true count=183903, estimated count=209893, Key=259338
[442] - <12 16 17 24 27 43 66 > true count=12752, estimated count=180029, Key=597481
[443] - <12 14 16 17 18 27 28 31 > true count=1067, estimated count=179728, Key=331203
[444] - <12 16 17 18 27 28 43 > true count=185861, estimated count=185883, Key=430125
[445] - <12 15 16 17 18 21 27 43 > true count=185401, estimated count=185426, Key=305855
[446] - <12 15 17 18 21 28 31 43 66 > true count=1077, estimated count=179995, Key=396177
[447] - <12 17 18 21 29 41 43 > true count=182985, estimated count=228763, Key=489931
[448] - <12 15 16 17 18 29 43 66 > true count=2037, estimated count=181617, Key=405262
[449] - <12 16 17 18 21 28 31 66 > true count=16089, estimated count=181384, Key=360645
[450] - <12 17 18 25 27 28 66 > true count=1090, estimated count=180159, Key=547535
[451] - <12 15 16 17 18 21 28 31 41 > true count=1079, estimated count=179846, Key=332691
[452] - <12 16 17 18 21 24 31 59 > true count=13713, estimated count=179992, Key=346314
[453] - <12 16 17 18 28 31 43 59 66 > true count=1144, estimated count=180701, Key=479778
[454] - <12 17 18 30 31 > true count=26948, estimated count=182994, Key=176442
[455] - <12 15 17 18 21 28 31 > true count=175834, estimated count=189693, Key=360032
[456] - <1 12 16 17 18 21 28 31 66 > true count=1105, estimated count=180222, Key=344714
[457] - <1 12 16 17 18 21 29 43 > true count=7467, estimated count=179932, Key=313045
[458] - <12 17 18 27 28 31 43 > true count=181601, estimated count=181619, Key=463330
[459] - <8 12 17 18 28 29 > true count=12128, estimated count=179707, Key=244160
[460] - <1 12 16 17 18 21 27 31 66 > true count=7464, estimated count=180633, Key=340293
[461] - <12 17 18 28 43 59 > true count=174148, estimated count=231754, Key=416723
[462] - <1 12 15 16 17 18 28 31 43 > true count=1129, estimated count=180159, Key=315419
[463] - <12 14 15 16 17 18 28 31 66 > true count=1090, estimated count=179792, Key=329105
[464] - <12 17 18 25 28 29 > true count=175684, estimated count=183073, Key=262079
[465] - <12 15 17 18 28 29 31 59 > true count=1072, estimated count=179746, Key=382915
[466] - <12 16 17 18 22 27 43 > true count=1965, estimated count=179712, Key=412799
[467] - <8 12 16 17 18 24 29 31 66 > true count=13886, estimated count=180708, Key=359885
[468] - <12 16 17 18 21 28 29 31 > true count=193402, estimated count=219850, Key=351768
[469] - <12 17 18 27 29 31 41 66 > true count=1934, estimated count=179921, Key=457303
[470] - <12 16 17 18 21 31 41 43 66 > true count=2001, estimated count=180259, Key=451677
[471] - <12 17 18 21 27 28 29 > true count=184481, estimated count=184505, Key=375986
[472] - <8 15 17 29 > true count=12957, estimated count=179709, Key=86903
[473] - <12 15 16 17 18 22 28 66 > true count=1086, estimated count=179704, Key=313880
[474] - <12 16 17 18 21 24 28 > true count=177893, estimated count=189583, Key=332992
[475] - <1 12 16 17 18 24 28 > true count=8627, estimated count=179756, Key=319324
[476] - <12 16 17 18 21 31 63 > true count=21150, estimated count=180980, Key=512794
[477] - <12 16 17 18 24 31 41 66 > true count=14876, estimated count=188341, Key=423845
[478] - <1 12 16 17 18 28 29 31 66 > true count=1077, estimated count=180310, Key=374202
[479] - <12 15 17 18 24 31 43 > true count=146499, estimated count=188528, Key=432074
[480] - <8 12 16 17 18 21 24 29 66 > true count=13042, estimated count=181670, Key=327035
[481] - <12 16 17 18 28 31 59 > true count=192753, estimated count=198594, Key=514353
[482] - <12 15 16 17 18 25 29 31 > true count=1089, estimated count=179715, Key=329009
[483] - <1 12 16 17 18 29 31 43 66 > true count=7374, estimated count=179810, Key=386637
[484] - <1 12 16 17 18 25 31 66 > true count=1170, estimated count=179708, Key=336234
[485] - <12 16 17 28 29 31 41 > true count=173714, estimated count=185172, Key=457454
[486] - <12 16 17 18 25 28 43 > true count=174702, estimated count=185324, Key=424627
[487] - <12 16 17 18 21 28 31 43 > true count=188925, estimated count=188946, Key=360622
[488] - <12 16 17 18 21 27 29 59 > true count=25273, estimated count=202271, Key=348215
[489] - <1 12 16 17 18 21 31 41 > true count=11602, estimated count=180298, Key=321885
[490] - <12 16 17 18 25 29 31 > true count=204042, estimated count=204063, Key=375156
[491] - <12 16 17 18 21 27 29 31 43 > true count=190718, estimated count=211670, Key=371708
[492] - <1 12 16 17 18 25 28 31 > true count=1157, estimated count=179815, Key=322936
[493] - <12 16 17 18 25 29 31 43 46 66 > true count=12, estimated count=179688, Key=481475
[494] - <12 16 17 18 21 24 29 31 > true count=198769, estimated count=198785, Key=337444
[495] - <12 16 17 18 28 29 31 41 43 > true count=1112, estimated count=179749, Key=406965
[496] - <12 15 16 17 25 28 29 > true count=1072, estimated count=179698, Key=358964
[497] - <12 17 18 24 28 29 31 > true count=176116, estimated count=182736, Key=397137
[498] - <8 12 17 18 24 29 43 > true count=33990, estimated count=203790, Key=423267
[499] - <12 16 17 18 24 29 31 59 > true count=12908, estimated count=179993, Key=372466
[500] - <12 16 17 18 21 25 43 66 > true count=1968, estimated count=181152, Key=402954
[501] - <12 15 16 17 18 21 27 28 31 43 > true count=1103, estimated count=179845, Key=375644
[502] - <12 16 17 18 21 27 31 41 59 > true count=1970, estimated count=180423, Key=389312
[503] - <12 16 17 18 22 24 > true count=177439, estimated count=182360, Key=211953
[504] - <12 16 17 18 31 38 > true count=194467, estimated count=194478, Key=286828
[505] - <12 17 18 28 29 31 41 > true count=177014, estimated count=183337, Key=459230
[506] - <12 16 17 18 21 27 41 59 > true count=21092, estimated count=183717, Key=401267
[507] - <8 12 17 18 21 24 27 > true count=179926, estimated count=235624, Key=326379
[508] - <12 14 15 16 17 18 25 28 31 > true count=1098, estimated count=179838, Key=296694
[509] - <8 12 16 17 18 24 29 43 66 > true count=12777, estimated count=181152, Key=359897
[510] - <12 16 17 18 30 > true count=35484, estimated count=181186, Key=148001
[511] - <12 16 17 18 21 29 31 41 43 > true count=21369, estimated count=180509, Key=387722
[512] - <12 15 16 17 18 21 28 31 59 > true count=1045, estimated count=180552, Key=342537
[513] - <12 16 17 18 21 25 31 66 > true count=15951, estimated count=182234, Key=349902
[514] - <12 15 16 17 18 28 31 41 43 > true count=1122, estimated count=179754, Key=372125
[515] - <12 16 17 18 25 29 43 > true count=190497, estimated count=219824, Key=428208
[516] - <12 16 17 18 25 28 31 > true count=196068, estimated count=200574, Key=371575
[517] - <8 12 17 27 29 31 > true count=12904, estimated count=179732, Key=272008
[518] - <12 16 17 18 21 24 25 > true count=13755, estimated count=181253, Key=319729
[519] - <12 16 17 18 28 31 41 > true count=203414, estimated count=203434, Key=434775
[520] - <12 16 17 18 28 29 41 > true count=178405, estimated count=209664, Key=427613
[521] - <1 12 15 16 17 18 31 > true count=180097, estimated count=190797, Key=305130
[522] - <12 16 17 18 28 29 31 43 > true count=181399, estimated count=188432, Key=383446
[523] - <1 8 12 16 17 18 24 43 > true count=12429, estimated count=180665, Key=268351
[524] - <12 16 17 18 38 43 > true count=1977, estimated count=181519, Key=323976
[525] - <1 12 16 17 18 25 28 43 > true count=1068, estimated count=179845, Key=322948
[526] - <1 12 16 17 18 21 31 > true count=192954, estimated count=200690, Key=321844
[527] - <12 16 17 18 24 25 29 > true count=151144, estimated count=183721, Key=349241
[528] - <12 16 17 18 21 31 43 59 > true count=190637, estimated count=222123, Key=424433
[529] - <8 12 16 17 18 24 31 59 > true count=13360, estimated count=180175, Key=332653
[530] - <12 16 17 18 27 31 59 66 > true count=16126, estimated count=183178, Key=511670
[531] - <12 16 17 18 21 31 43 59 66 > true count=1825, estimated count=181113, Key=460535
[532] - <12 16 17 18 21 27 29 43 66 > true count=16315, estimated count=184976, Key=384301
[533] - <12 16 17 18 21 27 31 41 66 > true count=16286, estimated count=180249, Key=393141
[534] - <12 16 17 18 28 29 31 43 66 > true count=1193, estimated count=179824, Key=419548
[535] - <1 12 17 18 24 29 66 > true count=10786, estimated count=179744, Key=524943
[536] - <12 15 16 17 18 21 27 31 41 > true count=1966, estimated count=181031, Key=328270
[537] - <1 12 16 17 18 31 43 > true count=188931, estimated count=193919, Key=410706
[538] - <8 12 16 17 18 24 27 29 > true count=13306, estimated count=180495, Key=314939
[539] - <12 16 17 18 25 28 31 43 66 > true count=1136, estimated count=180117, Key=407720
[540] - <12 14 15 16 17 18 25 > true count=123717, estimated count=183795, Key=279709
[541] - <12 16 17 18 22 28 > true count=185596, estimated count=190366, Key=226277
[542] - <8 12 16 17 18 24 27 43 > true count=12897, estimated count=179896, Key=314953
[543] - <12 15 16 17 18 21 31 41 > true count=183867, estimated count=235269, Key=323537
[544] - <12 15 16 17 21 27 31 43 > true count=21191, estimated count=187213, Key=353272
[545] - <12 14 16 17 18 29 > true count=186548, estimated count=186556, Key=214546
[546] - <1 12 15 16 17 18 21 28 31 > true count=1085, estimated count=180059, Key=277905
[547] - <12 16 17 18 21 29 31 43 66 > true count=17074, estimated count=183544, Key=400305
[548] - <12 16 17 18 21 27 31 59 66 > true count=2016, estimated count=180835, Key=393159
[549] - <12 16 17 18 24 28 43 > true count=178553, estimated count=185667, Key=421878
[550] - <12 16 17 18 27 43 59 66 > true count=1774, estimated count=180417, Key=554642
[551] - <12 15 16 17 18 24 43 > true count=156983, estimated count=185048, Key=387291
[552] - <12 16 17 18 21 28 29 43 66 > true count=1085, estimated count=179707, Key=387882
[553] - <12 16 17 30 31 > true count=21050, estimated count=179732, Key=174666
[554] - <1 12 16 17 18 28 31 41 43 > true count=1088, estimated count=180360, Key=370473
[555] - <12 16 17 18 28 31 41 43 66 > true count=1142, estimated count=179773, Key=470920
[556] - <12 15 16 17 18 27 29 31 66 > true count=1968, estimated count=181381, Key=372273
[557] - <12 16 17 18 29 31 43 59 > true count=187317, estimated count=190299, Key=446425
[558] - <12 16 17 18 25 27 31 43 > true count=1969, estimated count=181083, Key=368037
[559] - <12 17 18 27 29 31 41 43 > true count=1942, estimated count=179933, Key=457280
[560] - <12 16 17 18 21 24 29 43 > true count=176623, estimated count=203614, Key=337456
[561] - <12 16 17 18 21 24 27 31 43 > true count=17301, estimated count=183829, Key=352123
[562] - <8 12 16 17 18 24 25 > true count=152690, estimated count=205928, Key=306068
[563] - <12 15 17 18 27 31 41 > true count=21161, estimated count=183774, Key=431479
[564] - <12 17 18 21 27 28 43 > true count=181479, estimated count=201697, Key=437880
[565] - <12 16 17 18 43 63 > true count=184057, estimated count=214648, Key=409341
[566] - <12 16 17 18 24 31 41 43 > true count=14476, estimated count=183226, Key=423822
[567] - <12 16 17 18 28 31 43 66 > true count=16055, estimated count=183012, Key=443683
[568] - <12 15 16 17 18 21 28 > true count=178236, estimated count=184854, Key=310233
[569] - <12 16 17 18 25 31 59 > true count=181399, estimated count=184072, Key=506106
[570] - <12 15 17 18 28 31 43 > true count=108984, estimated count=216770, Key=443070
[571] - <1 12 16 17 18 21 24 31 > true count=13003, estimated count=180365, Key=290928
[572] - <12 15 17 18 21 25 > true count=101948, estimated count=181981, Key=212238
[573] - <1 12 16 17 18 21 27 > true count=177918, estimated count=203874, Key=304160
[574] - <12 16 17 18 29 38 > true count=181457, estimated count=205227, Key=281330
[575] - <12 15 16 17 18 24 29 > true count=183004, estimated count=232924, Key=325397
[576] - <12 16 17 18 28 29 31 43 59 > true count=1109, estimated count=179827, Key=415719
[577] - <12 16 17 18 22 29 31 > true count=186631, estimated count=195063, Key=366909
[578] - <12 15 16 17 18 28 31 43 59 > true count=1116, estimated count=179742, Key=380879
[579] - <8 12 16 17 18 24 29 31 43 > true count=13247, estimated count=180450, Key=347304
[580] - <12 15 16 17 18 29 31 43 > true count=189545, estimated count=192717, Key=352187
[581] - <8 12 16 17 18 21 24 29 > true count=152405, estimated count=208997, Key=290933
[582] - <12 16 17 18 21 28 41 > true count=183603, estimated count=187919, Key=404789
[583] - <12 16 17 18 24 25 31 > true count=188579, estimated count=197182, Key=358083
[584] - <12 16 17 18 24 31 59 66 > true count=13038, estimated count=180063, Key=503423
[585] - <12 16 17 18 29 31 41 59 > true count=185651, estimated count=188851, Key=437583
[586] - <8 12 16 17 18 24 31 41 > true count=13919, estimated count=180732, Key=332635
[587] - <12 16 17 18 24 28 31 > true count=203867, estimated count=203883, Key=368826
[588] - <12 15 16 17 18 21 27 29 31 > true count=181058, estimated count=221489, Key=322798
[589] - <12 16 17 18 28 41 43 > true count=176189, estimated count=226143, Key=479427
[590] - <12 14 15 16 17 18 31 > true count=190693, estimated count=201328, Key=306235
[591] - <1 12 17 18 21 29 31 43 > true count=7391, estimated count=182683, Key=362004
[592] - <12 15 16 17 18 29 31 41 > true count=181799, estimated count=184750, Key=352185
[593] - <12 16 17 18 21 27 29 31 66 > true count=17752, estimated count=181719, Key=384289
[594] - <12 17 18 24 31 41 43 > true count=170302, estimated count=213431, Key=501408
[595] - <12 16 17 18 21 24 31 43 66 > true count=14206, estimated count=180557, Key=382400
[596] - <8 12 15 16 17 18 24 31 > true count=13485, estimated count=180306, Key=274221
[597] - <12 16 17 18 22 27 > true count=185633, estimated count=185651, Key=222696
[598] - <12 15 16 17 18 31 43 59 > true count=1871, estimated count=181029, Key=412417
[599] - <12 16 17 18 21 25 27 66 > true count=2054, estimated count=179893, Key=332218
[600] - <12 16 17 18 24 25 43 > true count=153544, estimated count=181692, Key=411135
[601] - <12 14 15 16 17 18 21 > true count=99695, estimated count=188835, Key=262025
[602] - <12 17 18 21 22 27 66 > true count=1956, estimated count=181090, Key=522237
[603] - <12 16 17 18 21 22 31 > true count=191694, estimated count=191709, Key=339093
[604] - <12 15 16 17 18 28 31 43 66 > true count=1217, estimated count=180081, Key=384708
[605] - <12 15 16 17 18 21 25 28 > true count=1078, estimated count=180521, Key=296998
[606] - <12 15 16 17 18 25 31 > true count=191815, estimated count=195374, Key=337820
[607] - <12 16 17 18 21 31 41 59 > true count=188911, estimated count=214075, Key=415591
[608] - <12 15 16 17 18 21 29 31 66 > true count=2096, estimated count=181345, Key=350787
[609] - <12 16 17 18 25 41 66 > true count=1954, estimated count=179778, Key=572863
[610] - <8 12 16 17 18 21 24 31 > true count=186804, estimated count=202076, Key=290935
[611] - <12 15 17 18 27 28 > true count=121054, estimated count=181572, Key=239475
[612] - <12 16 17 18 24 31 59 > true count=194506, estimated count=197559, Key=503357
[613] - <8 12 16 17 18 21 24 29 31 > true count=13627, estimated count=180705, Key=307890
[614] - <12 16 17 18 21 22 27 31 > true count=2089, estimated count=180903, Key=321440
[615] - <12 15 16 17 18 21 24 31 > true count=146732, estimated count=183617, Key=292580
[616] - <12 16 17 18 21 27 28 31 > true count=198027, estimated count=198046, Key=343766
[617] - <1 12 16 17 18 24 31 43 > true count=12970, estimated count=180440, Key=332630
[618] - <12 15 16 17 18 28 29 > true count=176470, estimated count=188405, Key=339721
[619] - <1 12 16 17 18 31 41 66 > true count=11263, estimated count=180500, Key=401930
[620] - <12 15 17 18 25 29 > true count=101606, estimated count=181044, Key=237558
[621] - <12 15 17 18 21 31 59 > true count=99603, estimated count=182444, Key=494563
[622] - <1 12 16 17 18 31 41 43 > true count=9762, estimated count=189353, Key=401907
[623] - <1 12 16 17 18 29 31 > true count=188867, estimated count=203706, Key=350492
[624] - <12 15 16 17 18 31 59 > true count=194803, estimated count=194822, Key=483094
[625] - <8 12 15 16 17 18 24 > true count=157628, estimated count=230490, Key=274190
[626] - <12 17 18 21 29 41 59 > true count=21186, estimated count=193042, Key=560667
