---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[2299] - <17 170 180 184 260 265 4426 4432 4434 4438 7062 7092 7112 > true count=288, estimated count=38355, Key=6334668
[2300] - <260 265 3404 4404 4436 4438 7062 7092 7102 > true count=5914, estimated count=38248, Key=1305933
[2301] - <170 180 184 188 4426 4428 4430 4432 4434 4436 7062 7102 > true count=171, estimated count=38270, Key=7287860
[2302] - <188 4428 4430 4432 4434 4438 4940 7092 7102 > true count=10023, estimated count=38370, Key=3012920
[2303] - <188 3404 4404 4430 4432 4434 4940 7092 > true count=1709, estimated count=38716, Key=6012236
[2304] - <170 180 184 4426 4428 4434 4438 4940 7082 7092 > true count=9839, estimated count=38583, Key=1911770
[2305] - <17 180 184 188 4426 4438 4940 7062 7102 > true count=344, estimated count=38195, Key=1990445
[2306] - <17 170 180 184 3404 4404 4426 4430 4438 7112 > true count=287, estimated count=38207, Key=4049269
[2307] - <170 180 184 260 265 4426 4428 4432 4436 4438 4940 7062 > true count=36702, estimated count=38889, Key=6641209
[2308] - <17 170 180 184 260 265 3404 4404 4430 4438 7062 7092 > true count=434, estimated count=38534, Key=6346118
[2309] - <260 265 4428 4430 4432 4436 4438 4940 7062 > true count=36738, estimated count=38680, Key=5973353
[2310] - <180 184 3404 4404 4426 4430 4436 4438 7062 7092 > true count=8295, estimated count=38245, Key=5787396
[2311] - <17 188 3404 4404 4426 4428 4434 4436 4438 7062 7092 > true count=381, estimated count=38223, Key=3435573
[2312] - <170 180 184 188 4430 4434 4436 4438 4940 7092 7112 > true count=12625, estimated count=38633, Key=6464132
[2313] - <17 170 180 184 3404 4404 4432 4434 4436 4438 7062 7092 > true count=422, estimated count=38565, Key=4358833
[2314] - <17 170 180 184 260 265 4426 4432 4436 4438 4940 7062 7092 > true count=113, estimated count=38291, Key=1952526
[2315] - <17 170 180 184 188 4426 4428 4430 4432 4434 7092 > true count=343, estimated count=38299, Key=6135921
[2316] - <17 180 184 188 260 265 4426 4436 4438 7062 7092 7102 > true count=112, estimated count=38198, Key=6699322
[2317] - <17 180 184 188 4428 4430 4438 7062 7112 > true count=1097, estimated count=38836, Key=7253423
[2318] - <17 170 188 4430 4434 4436 4438 7062 7092 > true count=421, estimated count=38219, Key=734215
[2319] - <180 184 260 265 4428 4438 7062 7102 7112 > true count=287, estimated count=38314, Key=4132031
[2320] - <170 180 184 4426 4428 4432 4434 4436 4438 4940 7062 7082 > true count=172, estimated count=38266, Key=1338328
[2321] - <17 3404 4404 4426 4428 4430 4432 4434 4438 7062 > true count=2312, estimated count=38820, Key=7337031
[2322] - <17 188 3404 4404 4428 4430 4434 4940 > true count=1096, estimated count=38659, Key=707597
[2323] - <170 188 4436 4438 4940 7062 7082 7112 > true count=10135, estimated count=38969, Key=2085500
[2324] - <260 265 3404 4404 4426 4438 4940 7062 7102 > true count=5888, estimated count=38480, Key=6897051
[2325] - <17 170 180 184 188 260 265 4428 4432 4436 4438 7062 > true count=645, estimated count=38685, Key=1939324
[2326] - <3404 4404 4428 4430 4432 4434 4438 4940 7062 7092 > true count=27131, estimated count=38554, Key=1949436
[2327] - <17 170 180 184 188 3404 4404 4426 4428 7102 > true count=277, estimated count=38303, Key=6512459
[2328] - <3404 4404 4428 4434 4436 4438 4940 7062 7102 > true count=6469, estimated count=38674, Key=3010004
[2329] - <17 180 184 188 4428 4436 4438 7102 7112 > true count=287, estimated count=38399, Key=7274949
[2330] - <4428 4432 4436 4438 7062 7082 7092 7112 > true count=9853, estimated count=38239, Key=2860434
[2331] - <17 170 260 265 4426 4432 4940 7062 7112 > true count=1092, estimated count=38291, Key=2215824
[2332] - <17 180 184 260 265 3404 4404 4426 4432 4434 7062 7112 > true count=341, estimated count=38202, Key=7234656
[2333] - <17 170 180 184 3404 4404 4432 4436 4438 7112 > true count=342, estimated count=38493, Key=4075801
[2334] - <170 180 184 3403 3404 4404 4426 4438 7092 > true count=5519, estimated count=38241, Key=3186373
[2335] - <17 180 184 260 265 4426 4432 4436 4438 7102 > true count=344, estimated count=38346, Key=3175036
[2336] - <17 188 4434 4436 4438 4940 7112 > true count=1092, estimated count=38544, Key=725541
[2337] - <170 260 265 3404 4404 4428 4430 4432 4438 7062 7092 > true count=4147, estimated count=38579, Key=5046113
[2338] - <170 180 184 188 260 265 4426 4428 4434 4436 4940 7062 > true count=163, estimated count=38234, Key=6571029
[2339] - <180 184 188 3404 4404 4428 4430 4436 4438 7092 > true count=421, estimated count=38320, Key=5812436
[2340] - <17 188 260 265 4428 4436 4438 4940 7092 > true count=728, estimated count=38686, Key=13088
[2341] - <17 180 184 188 260 265 4428 4434 4438 7062 7112 > true count=622, estimated count=38708, Key=2224624
[2342] - <170 260 265 4428 4438 7062 7102 7112 > true count=37672, estimated count=38643, Key=3187217
[2343] - <170 180 184 4436 4438 7082 7092 7102 7112 > true count=9816, estimated count=38929, Key=6977516
[2344] - <188 260 265 3404 4404 4426 4428 4432 4434 4436 4438 > true count=1096, estimated count=38315, Key=4011163
[2345] - <17 180 184 188 4426 4428 4434 4438 7102 7112 > true count=287, estimated count=38413, Key=955633
[2346] - <170 180 184 3403 3404 4404 4438 4940 7092 > true count=23387, estimated count=38404, Key=3239927
[2347] - <17 180 184 188 260 265 3404 4404 4432 4434 4436 4438 7062 > true count=423, estimated count=38304, Key=4120212
[2348] - <260 265 4428 4436 4438 4940 7062 7092 7112 > true count=6023, estimated count=38352, Key=4436835
[2349] - <17 170 180 184 188 260 265 3404 4404 4428 4432 4434 4438 7062 7092 > true count=343, estimated count=38337, Key=4297494
[2350] - <170 4426 4428 4430 4432 4438 4940 7062 7102 7112 > true count=10121, estimated count=38878, Key=4240484
[2351] - <17 170 188 3404 4404 4426 4434 4438 7102 > true count=598, estimated count=38757, Key=6056279
[2352] - <260 265 4426 4430 4434 4436 4438 7092 > true count=5184, estimated count=38774, Key=2115631
[2353] - <188 3403 3404 4404 4434 7062 7092 > true count=23548, estimated count=38964, Key=1154137
[2354] - <17 180 184 188 260 265 4430 4432 4436 7062 7092 > true count=103, estimated count=38260, Key=2192510
[2355] - <17 170 188 4426 4430 4432 4434 4438 4940 > true count=1190, estimated count=38489, Key=7003471
[2356] - <17 3404 4404 4426 4428 4436 4438 7062 7112 > true count=778, estimated count=38747, Key=171151
[2357] - <180 184 260 265 4428 4430 4432 4434 4436 4438 > true count=36758, estimated count=38416, Key=3964015
[2358] - <17 180 184 188 260 265 3404 4404 4426 4430 4434 4438 > true count=413, estimated count=38432, Key=1319006
[2359] - <4428 4430 4432 4434 4438 4940 7062 7102 7112 > true count=12627, estimated count=38394, Key=6720198
[2360] - <4428 4430 4434 4436 4438 4940 7062 7082 > true count=9826, estimated count=38414, Key=2836358
[2361] - <188 3404 4404 4426 4428 4430 4434 4436 7062 > true count=5136, estimated count=39591, Key=102176
[2362] - <17 170 180 184 188 4426 4432 4434 4436 4940 > true count=1098, estimated count=38665, Key=143315
[2363] - <170 180 184 260 265 4432 4438 4940 7062 7092 7112 > true count=37360, estimated count=39175, Key=3820959
[2364] - <170 180 184 3403 3404 4404 4940 7062 7092 > true count=22008, estimated count=38299, Key=5461391
[2365] - <260 265 4426 4428 4430 4438 4940 7062 7112 > true count=36941, estimated count=38385, Key=717387
[2366] - <188 260 265 3404 4404 4428 4940 7092 7112 > true count=5106, estimated count=39108, Key=952625
[2367] - <4428 4432 4436 4438 4940 7062 7082 7112 > true count=9819, estimated count=38470, Key=4411226
[2368] - <17 180 184 188 260 265 3404 4404 4428 4432 4434 4438 7062 7092 > true count=382, estimated count=38555, Key=5465312
[2369] - <170 3404 4404 4428 4430 4432 4436 7092 > true count=38215, estimated count=38532, Key=3767388
[2370] - <170 180 184 260 265 3404 4404 4434 4436 4438 4940 7062 > true count=27323, estimated count=38611, Key=2875325
[2371] - <17 170 180 184 188 3404 4404 4426 4428 4430 4434 4438 > true count=381, estimated count=38232, Key=1765595
[2372] - <180 184 4426 4430 4434 4438 4940 7062 7102 7112 > true count=12433, estimated count=38455, Key=1923160
[2373] - <170 188 3404 4404 4428 4432 4436 4438 7062 7102 > true count=776, estimated count=38671, Key=5814524
[2374] - <17 170 180 184 188 4426 4428 4434 4436 7062 7092 > true count=644, estimated count=38742, Key=1867925
[2375] - <170 188 4432 4434 4436 4438 7062 7082 7092 > true count=9880, estimated count=38891, Key=2581446
[2376] - <180 184 188 260 265 4426 4432 4434 4436 4438 7102 > true count=344, estimated count=38528, Key=6561437
[2377] - <17 170 188 260 265 4426 4428 4430 4434 7092 > true count=380, estimated count=38482, Key=3142314
[2378] - <17 170 188 4430 4432 4434 4436 4438 > true count=422, estimated count=38438, Key=4330765
[2379] - <17 180 184 4432 4436 4438 4940 7112 > true count=343, estimated count=38514, Key=6591483
[2380] - <170 180 184 260 265 3404 4404 4430 4432 4438 4940 7062 > true count=1756, estimated count=38492, Key=2873133
[2381] - <17 170 4426 4428 4434 4436 4438 4940 7062 7092 > true count=2831, estimated count=38234, Key=7136267
[2382] - <17 180 184 260 265 3404 4404 4432 4436 4940 7062 > true count=114, estimated count=38294, Key=3307836
[2383] - <180 184 260 265 3404 4404 4426 4428 4434 4438 7102 > true count=648, estimated count=38193, Key=182593
[2384] - <17 170 180 184 3404 4404 4428 4434 4436 4940 > true count=635, estimated count=38644, Key=1387633
[2385] - <17 188 260 265 4430 4940 7062 7092 > true count=1776, estimated count=38735, Key=2046942
[2386] - <180 184 188 260 265 4430 7062 7092 7112 > true count=288, estimated count=38262, Key=60833
[2387] - <170 180 184 260 265 4428 4436 4438 7092 7102 > true count=5527, estimated count=38568, Key=4651775
[2388] - <17 180 184 188 3404 4404 4426 4428 4436 4438 4940 > true count=385, estimated count=38209, Key=3125605
[2389] - <17 180 184 188 4426 4428 4432 4434 4438 7062 7092 7112 > true count=345, estimated count=38530, Key=3113373
[2390] - <170 180 184 188 260 265 4426 4428 4430 4432 4438 7062 7092 > true count=219, estimated count=38386, Key=959891
[2391] - <170 260 265 4430 4434 4436 4438 4940 7062 > true count=36802, estimated count=38460, Key=859699
[2392] - <17 188 3404 4404 4434 4436 4438 4940 7092 > true count=421, estimated count=38409, Key=4642585
[2393] - <170 260 265 3404 4404 4438 4940 7062 7102 > true count=5933, estimated count=38508, Key=982917
[2394] - <17 180 184 188 260 265 4426 4428 4434 4438 4940 7062 7092 > true count=381, estimated count=38384, Key=1969786
[2395] - <188 4432 4436 4438 4940 7062 7082 7092 > true count=9907, estimated count=38616, Key=4406966
[2396] - <260 265 4426 4432 4436 4438 4940 7062 7112 > true count=5692, estimated count=38851, Key=741853
[2397] - <180 184 188 3404 4404 4432 4436 4438 7062 7102 > true count=26333, estimated count=38807, Key=7300906
[2398] - <180 184 260 265 4426 4428 4438 4940 7062 7102 > true count=9170, estimated count=38765, Key=1188865
[2399] - <17 180 184 188 3404 4404 4434 4438 7062 7092 7102 > true count=342, estimated count=38226, Key=4668037
[2400] - <17 188 3404 4404 4426 4436 4438 7062 7112 > true count=778, estimated count=38861, Key=4633655
[2401] - <17 180 184 188 260 265 3404 4404 4426 4428 4434 4436 4438 > true count=380, estimated count=38250, Key=2203528
[2402] - <170 180 184 188 4428 4434 4438 4940 7062 7082 > true count=9864, estimated count=38701, Key=942206
[2403] - <17 170 180 184 4426 4428 4432 4434 4436 4438 7062 7102 > true count=217, estimated count=38314, Key=7281745
[2404] - <188 4426 4432 4438 7062 7082 7112 > true count=10185, estimated count=38760, Key=2929304
[2405] - <17 188 3404 4404 4428 4434 4940 7112 > true count=1091, estimated count=38438, Key=2961119
[2406] - <170 260 265 4426 4430 4438 7102 > true count=36676, estimated count=38669, Key=1257583
[2407] - <170 188 260 265 4426 4428 4430 4432 4438 4940 7062 > true count=1719, estimated count=38584, Key=3637307
[2408] - <170 180 184 188 3404 4404 4426 4428 4434 4438 7062 7102 > true count=720, estimated count=38288, Key=4377208
[2409] - <260 265 4428 4430 4432 4438 7102 > true count=38458, estimated count=38495, Key=6390205
[2410] - <17 260 265 4428 4434 4436 4438 7062 7102 > true count=639, estimated count=38735, Key=879562
[2411] - <17 180 184 188 260 265 4428 4430 4436 4438 > true count=388, estimated count=38533, Key=7324414
[2412] - <188 3403 3404 4404 4426 4438 4940 7062 > true count=17316, estimated count=38294, Key=4728671
[2413] - <17 170 180 184 188 4426 4430 4438 4940 7062 7092 > true count=386, estimated count=38285, Key=2152459
[2414] - <17 188 3404 4404 4426 4428 4430 4438 4940 7062 > true count=2223, estimated count=38375, Key=4558129
[2415] - <170 4414 4426 4428 4430 4432 4434 4436 4438 4440 7062 7092 7102 > true count=12550, estimated count=38353, Key=3722480
[2416] - <17 170 188 3404 4404 4426 4432 4436 4438 7092 > true count=385, estimated count=38295, Key=5806295
[2417] - <170 180 184 3404 4404 4432 4434 4438 7062 7092 7102 > true count=454, estimated count=38522, Key=6426946
[2418] - <170 180 184 260 265 4426 4436 4438 4940 7062 7112 > true count=5648, estimated count=38502, Key=2592525
[2419] - <17 4428 4432 4434 4438 7092 7102 > true count=782, estimated count=38774, Key=3200479
[2420] - <170 180 184 188 3404 4404 4426 4428 7092 7102 > true count=718, estimated count=38196, Key=5507226
[2421] - <17 170 180 184 188 260 265 3404 4404 4436 4438 4940 > true count=439, estimated count=38200, Key=3589606
[2422] - <17 170 188 4428 4434 4436 4940 7092 > true count=3526, estimated count=38707, Key=6570277
[2423] - <17 180 184 188 4426 4432 4436 4438 4940 7092 > true count=344, estimated count=38372, Key=7271605
[2424] - <180 184 260 265 3404 4404 4426 4432 4438 7062 7092 7112 > true count=340, estimated count=38390, Key=440639
[2425] - <180 184 260 265 4426 4430 4438 4940 7112 > true count=36844, estimated count=38290, Key=7495019
[2426] - <170 180 184 188 3404 4404 4426 4428 4940 7092 7112 > true count=9172, estimated count=38294, Key=3492008
[2427] - <17 188 260 265 4426 4428 4430 4432 4434 4438 7062 > true count=378, estimated count=38524, Key=3018008
[2428] - <17 170 180 184 260 265 4428 4430 4432 4438 7062 7092 > true count=219, estimated count=38319, Key=3374342
[2429] - <180 184 4428 4432 4434 4438 7082 7112 > true count=10127, estimated count=38213, Key=6273994
[2430] - <188 3404 4404 4428 4432 4434 4436 4438 7102 > true count=779, estimated count=38329, Key=162206
[2431] - <170 180 184 3404 4404 4426 4430 4432 4434 7062 7092 > true count=423, estimated count=38278, Key=4893454
[2432] - <170 180 184 188 260 265 4432 4438 7062 7092 7102 > true count=291, estimated count=38320, Key=3694733
[2433] - <17 180 184 188 260 265 4428 4432 4434 4436 4940 7062 > true count=113, estimated count=38201, Key=6579722
[2434] - <17 180 184 3404 4404 4432 4434 4436 7062 7102 > true count=343, estimated count=38462, Key=7284795
[2435] - <188 3404 4404 4426 4430 7062 7092 7112 > true count=7338, estimated count=38656, Key=2423646
[2436] - <180 184 260 265 4426 4432 4436 4438 4940 7062 7102 > true count=136, estimated count=38254, Key=6638237
[2437] - <170 180 184 3404 4404 4426 4432 4436 7062 7102 > true count=691, estimated count=38310, Key=7254620
[2438] - <180 184 188 260 265 4432 4434 4940 7062 7112 > true count=4714, estimated count=39498, Key=4660753
[2439] - <188 260 265 4428 4432 4434 4436 4438 7102 > true count=755, estimated count=38735, Key=855607
[2440] - <180 184 4432 4438 7062 7082 7092 7112 > true count=9884, estimated count=38763, Key=527614
[2441] - <170 180 184 188 260 265 3404 4404 4430 4432 4434 7062 > true count=1750, estimated count=39297, Key=1037181
[2442] - <17 3404 4404 4434 4940 7092 7112 > true count=2830, estimated count=38571, Key=4030147
[2443] - <170 180 184 260 265 3404 4404 4432 4434 4438 7062 7112 > true count=5157, estimated count=38674, Key=7240825
[2444] - <17 180 184 188 260 265 4426 4432 4434 4438 4940 7062 7092 > true count=343, estimated count=38355, Key=1969790
[2445] - <17 170 180 184 4426 4434 4438 7062 7102 7112 > true count=288, estimated count=38414, Key=979069
[2446] - <188 4426 4434 4436 4438 4940 7062 7082 7092 > true count=9827, estimated count=38518, Key=6709254
[2447] - <17 260 265 3404 4404 4426 4428 4430 4438 7092 > true count=385, estimated count=38338, Key=5932468
[2448] - <17 170 180 184 188 3404 4404 4432 4434 4436 4438 7092 > true count=421, estimated count=38597, Key=1580075
[2449] - <170 4430 4434 4438 4940 7062 7092 7102 7112 > true count=10119, estimated count=38334, Key=837880
[2450] - <260 265 3404 4404 4428 4430 4432 4436 4438 > true count=5131, estimated count=38483, Key=3168199
[2451] - <17 170 180 184 188 260 265 4426 4432 4438 7062 7102 > true count=289, estimated count=38433, Key=7281372
[2452] - <17 170 188 4426 4428 4436 4940 7112 > true count=984, estimated count=38628, Key=6549817
[2453] - <17 180 184 188 260 265 4426 4428 4436 4940 > true count=1101, estimated count=39004, Key=432528
[2454] - <170 188 3404 4404 4428 4430 4434 4438 7112 > true count=26293, estimated count=38567, Key=4597512
[2455] - <17 188 260 265 4428 4432 4436 4438 4940 > true count=1101, estimated count=38732, Key=6312276
[2456] - <17 170 180 184 188 260 265 3404 4404 4426 4428 4432 4940 > true count=219, estimated count=38291, Key=4851034
[2457] - <170 180 184 188 3404 4404 4426 4430 4438 4940 7092 > true count=423, estimated count=38247, Key=532748
[2458] - <17 180 184 260 265 3404 4404 4428 4432 4434 7112 > true count=341, estimated count=38203, Key=2783420
[2459] - <188 260 265 3404 4404 4426 4436 4438 4940 7092 > true count=5190, estimated count=38307, Key=6242609
[2460] - <170 180 184 188 3404 4404 4428 4430 4432 4434 7092 > true count=423, estimated count=38544, Key=7416434
[2461] - <170 180 184 3404 4404 4428 4432 4436 4438 7062 7112 > true count=27255, estimated count=38613, Key=4951510
[2462] - <170 180 184 188 3404 4404 4434 4436 4438 7062 7102 > true count=26356, estimated count=39072, Key=3195990
[2463] - <17 170 180 184 188 4426 4428 4434 4436 4940 7062 > true count=1098, estimated count=39243, Key=6700197
[2464] - <170 180 184 3404 4404 4426 4428 4434 4438 7062 7102 > true count=8783, estimated count=38948, Key=4906732
[2465] - <170 180 184 4432 4434 4436 4438 4940 7082 7102 > true count=9832, estimated count=38844, Key=1959674
[2466] - <17 180 184 188 260 265 3404 4404 4430 4438 7062 7092 > true count=435, estimated count=38242, Key=6364476
[2467] - <17 180 184 260 265 4434 4436 4940 7062 7092 > true count=619, estimated count=38547, Key=4644910
[2468] - <188 4428 4432 4434 4436 4438 7062 7082 7102 > true count=9894, estimated count=38545, Key=4906214
[2469] - <170 180 184 260 265 4430 4438 7062 7102 > true count=37727, estimated count=38606, Key=3447515
[2470] - <260 265 3404 4404 4430 4432 4940 7062 7092 > true count=1747, estimated count=38703, Key=6881091
[2471] - <17 170 180 184 188 4426 4428 4434 4438 4940 7112 > true count=1092, estimated count=39131, Key=6800941
[2472] - <188 260 265 3404 4404 4426 4430 4432 4940 7062 > true count=1711, estimated count=38878, Key=6179207
[2473] - <17 260 265 3404 4404 4428 4432 4438 4940 7062 7092 > true count=2840, estimated count=38211, Key=5329402
[2474] - <17 180 184 3404 4404 4428 4434 4436 4940 > true count=2449, estimated count=38926, Key=4881379
[2475] - <17 180 184 4434 4438 4940 7062 7092 7102 > true count=342, estimated count=38302, Key=6664765
[2476] - <188 260 265 4428 4432 4434 4436 7062 7102 > true count=752, estimated count=38413, Key=858231
[2477] - <17 170 180 184 188 3404 4404 4432 4434 4438 4940 7062 7092 > true count=345, estimated count=38292, Key=5397001
[2478] - <260 265 3404 4404 4430 4436 4438 4940 7062 > true count=5149, estimated count=38233, Key=4657541
[2479] - <17 170 180 184 4426 4430 4434 7092 7112 > true count=288, estimated count=38269, Key=7211913
[2480] - <170 3404 4404 4426 4428 4432 4434 4436 4438 4940 7062 > true count=27159, estimated count=38504, Key=3819818
[2481] - <170 180 184 188 4434 4436 4438 4940 7062 7082 > true count=9946, estimated count=38403, Key=965862
[2482] - <170 180 184 188 3404 4404 4434 4436 4438 7092 7102 > true count=418, estimated count=38576, Key=3232860
[2483] - <170 188 260 265 3404 4404 4436 4438 7062 7112 > true count=27157, estimated count=38522, Key=5798567
[2484] - <170 3404 4404 4430 4436 4438 7102 > true count=38346, estimated count=38377, Key=588648
[2485] - <170 180 184 188 4432 4434 4436 4438 7092 7102 7112 > true count=287, estimated count=38465, Key=159064
[2486] - <180 184 188 3404 4404 4428 4432 4434 4436 4438 4940 > true count=26359, estimated count=38766, Key=4903836
[2487] - <17 170 180 184 188 260 265 4426 4428 4432 4438 4940 7062 7092 > true count=113, estimated count=38263, Key=241594
[2488] - <4426 4428 4432 4434 4436 4438 7082 7112 > true count=9834, estimated count=39309, Key=1114108
[2489] - <17 180 184 260 265 3404 4404 4432 4434 4438 4940 7062 7092 > true count=432, estimated count=38319, Key=5770528
[2490] - <170 180 184 260 265 4426 4428 4438 7062 7082 7092 > true count=112, estimated count=38279, Key=3702611
[2491] - <3404 4404 4436 4438 7062 7082 7092 > true count=8399, estimated count=38239, Key=2836982
[2492] - <170 188 3403 3404 4404 4426 4428 4434 > true count=1110, estimated count=38499, Key=6106189
[2493] - <17 260 265 3404 4404 4428 4432 4434 4436 4438 7062 > true count=557, estimated count=38615, Key=1769024
[2494] - <17 188 4430 4432 4940 7112 > true count=1091, estimated count=38637, Key=928431
[2495] - <17 170 180 184 4426 4430 4436 7112 > true count=288, estimated count=38357, Key=3330511
[2496] - <17 170 180 184 188 260 265 4426 4438 7092 7112 > true count=736, estimated count=38683, Key=6122672
[2497] - <170 260 265 4430 4434 4438 7062 7092 7112 > true count=4174, estimated count=38407, Key=4997067
[2498] - <170 188 260 265 4432 4434 4436 4438 7062 7102 > true count=753, estimated count=38549, Key=1219679
[2499] - <17 4426 4430 4434 4940 7112 > true count=1185, estimated count=38441, Key=3250603
[2500] - <260 265 4426 4428 4430 4432 4438 4940 7062 7092 > true count=5525, estimated count=38422, Key=7163155
[2501] - <170 180 184 4432 4434 4436 4438 4940 7062 7092 7102 7112 > true count=10019, estimated count=39172, Key=5641618
[2502] - <17 180 184 3404 4404 4426 4428 4432 4436 4438 7092 > true count=385, estimated count=38345, Key=1660657
[2503] - <170 260 265 3404 4404 4426 4428 4434 4436 4438 4940 > true count=5135, estimated count=38492, Key=5015185
[2504] - <3404 4404 4428 4430 4432 4438 4940 7062 7112 > true count=27193, estimated count=38653, Key=2996506
[2505] - <17 170 4428 4430 4436 4438 4940 7062 > true count=2329, estimated count=38226, Key=4297853
[2506] - <17 170 180 184 4432 4434 4438 7102 7112 > true count=288, estimated count=38411, Key=7260425
[2507] - <17 170 180 184 188 4426 4428 4430 4432 4438 7062 7092 > true count=292, estimated count=38363, Key=3076955
[2508] - <17 260 265 3404 4404 4426 4428 4438 7062 7092 7112 > true count=776, estimated count=38811, Key=6542020
[2509] - <17 260 265 4426 4428 4434 4438 4940 7112 > true count=924, estimated count=38659, Key=855268
[2510] - <17 180 184 188 3404 4404 4426 4434 4438 7062 7102 > true count=343, estimated count=38522, Key=3160467
[2511] - <17 180 184 188 3404 4404 4426 4434 4436 4438 7112 > true count=341, estimated count=38508, Key=7454407
[2512] - <170 180 184 188 4428 4432 4434 4438 7062 7092 7102 7112 > true count=287, estimated count=38444, Key=4634322
[2513] - <17 180 184 188 4426 4428 4432 4436 4438 4940 7062 > true count=1100, estimated count=38411, Key=3394759
[2514] - <17 170 188 3404 4404 4428 4436 7102 > true count=595, estimated count=38645, Key=2190153
[2515] - <4426 4430 4434 4436 4438 7062 7082 7092 > true count=9821, estimated count=38844, Key=3023668
[2516] - <170 180 184 4426 4430 4432 4434 4438 7062 7102 7112 > true count=12420, estimated count=38800, Key=1067486
[2517] - <170 3404 4404 4432 4436 4438 7062 7092 7112 > true count=27333, estimated count=38548, Key=4313150
[2518] - <17 170 188 4426 4428 4430 4432 4434 4438 7062 > true count=1829, estimated count=38601, Key=386569
[2519] - <180 184 188 3403 3404 4404 4426 4434 4438 7062 > true count=1099, estimated count=39117, Key=2920943
[2520] - <17 170 180 184 188 3404 4404 4426 4432 4434 4438 7062 7092 > true count=463, estimated count=38642, Key=4390499
[2521] - <17 170 180 184 188 260 265 4428 4434 4438 7062 7092 7112 > true count=288, estimated count=38242, Key=2723050
[2522] - <17 260 265 3404 4404 4426 4428 4434 4438 7062 7112 > true count=616, estimated count=38643, Key=5069818
[2523] - <170 180 184 3404 4404 4432 4438 4940 7062 7102 > true count=27241, estimated count=38523, Key=7303136
[2524] - <180 184 188 260 265 3404 4404 4428 4432 4434 4436 7062 > true count=421, estimated count=38455, Key=1870857
[2525] - <170 188 260 265 4426 4430 4432 4434 4438 7092 > true count=414, estimated count=38291, Key=7223555
[2526] - <17 170 180 184 188 3404 4404 4426 4438 7062 7102 > true count=289, estimated count=38202, Key=5623055
[2527] - <260 265 3404 4404 4426 4428 4434 4438 4940 7062 7112 > true count=5127, estimated count=38279, Key=3792391
[2528] - <17 170 188 3404 4404 4428 4436 4438 4940 7062 > true count=2846, estimated count=38241, Key=6068867
[2529] - <180 184 188 260 265 3404 4404 4430 4432 4438 4940 > true count=1745, estimated count=38293, Key=5966809
[2530] - <17 170 180 184 188 3404 4404 4426 4428 4434 4940 7092 > true count=380, estimated count=38303, Key=2574815
[2531] - <17 260 265 3404 4404 4426 4436 4438 7062 7092 > true count=2854, estimated count=39146, Key=7403172
[2532] - <170 3404 4404 4434 4438 7062 7102 7112 > true count=26932, estimated count=38544, Key=2505774
[2533] - <17 3404 4404 4426 4428 4940 7092 7112 > true count=775, estimated count=38566, Key=2319095
[2534] - <170 180 184 188 260 265 4428 4430 7062 7112 > true count=288, estimated count=38306, Key=4547335
[2535] - <17 180 184 188 3404 4404 4428 4432 7062 7102 > true count=342, estimated count=38202, Key=5499509
[2536] - <188 4432 4434 4438 4940 7062 7082 7102 > true count=9839, estimated count=38390, Key=4404518
[2537] - <17 170 188 260 265 4434 4438 4940 7112 > true count=1096, estimated count=38415, Key=3464480
[2538] - <170 188 260 265 4428 4430 4432 4436 4438 7062 > true count=1709, estimated count=38348, Key=7192185
[2539] - <170 188 3404 4404 4428 4430 4432 4434 4438 7092 > true count=26340, estimated count=38272, Key=4342056
[2540] - <170 188 260 265 3404 4404 4434 4940 7062 7112 > true count=5132, estimated count=39830, Key=5790227
[2541] - <170 180 184 3404 4404 4426 4428 4432 4434 4436 7092 > true count=9064, estimated count=38684, Key=1657258
[2542] - <170 188 4426 4428 4430 4436 4438 7062 7102 7112 > true count=10146, estimated count=38308, Key=7183852
[2543] - <180 184 188 4430 4436 4438 7062 7082 7102 > true count=172, estimated count=38275, Key=4860890
[2544] - <260 265 3404 4404 4426 4428 4432 4434 4438 4940 7062 7092 > true count=5131, estimated count=38442, Key=5297271
[2545] - <180 184 188 260 265 4434 4438 4940 7102 > true count=723, estimated count=38522, Key=3466831
[2546] - <188 3403 3404 4404 4428 4432 4438 7062 > true count=26531, estimated count=38470, Key=2493341
[2547] - <17 260 265 3404 4404 4428 4434 4438 4940 7062 7092 > true count=2849, estimated count=38219, Key=5338244
[2548] - <170 3404 4404 4428 4434 4436 4438 4940 7062 7112 > true count=27111, estimated count=39246, Key=1402960
[2549] - <170 188 4428 4430 4432 4434 4436 4438 7062 7092 7112 > true count=12617, estimated count=38511, Key=6304922
[2550] - <188 260 265 4428 4430 4436 4438 4940 7062 > true count=5196, estimated count=38462, Key=844735
[2551] - <170 188 4432 4434 4436 4438 7062 7092 7102 7112 > true count=10200, estimated count=38480, Key=3827574
[2552] - <170 180 184 188 4426 4432 4438 7062 7082 7102 > true count=293, estimated count=38446, Key=967188
[2553] - <180 184 188 260 265 3404 4404 4432 4434 4436 4438 7062 7092 > true count=421, estimated count=38596, Key=4774851
[2554] - <4428 4430 4434 4438 4940 7062 7092 7102 7112 > true count=10047, estimated count=38498, Key=842138
[2555] - <17 170 180 184 188 260 265 3404 4404 4426 4428 4436 4438 > true count=629, estimated count=38719, Key=3064368
