---OutputTable---
time=3195
table_size=2780
[1] - <2 5 9 29 40 44 56 60 > true count=490, estimated count=1952, Key=586755
[510] - <7 13 29 40 60 > true count=652, estimated count=1953, Key=287419
[511] - <34 36 40 46 60 64 > true count=1952, estimated count=1952, Key=554688
[512] - <17 29 34 36 48 56 58 60 62 > true count=1953, estimated count=1973, Key=752294
[513] - <2 5 7 13 21 23 27 29 34 36 44 52 54 56 58 61 64 67 68 73 74 > true count=27, estimated count=1979, Key=2052280
[514] - <5 9 29 34 40 44 48 58 60 > true count=1953, estimated count=1970, Key=620941
[515] - <25 36 48 52 56 58 60 74 > true count=1960, estimated count=1982, Key=809321
[516] - <5 29 36 48 52 56 58 74 > true count=1971, estimated count=1972, Key=755752
[517] - <2 5 7 13 16 21 23 26 29 34 36 40 42 44 52 54 56 58 61 62 64 67 68 73 74 > true count=13, estimated count=1965, Key=2003551
[518] - <17 25 48 58 60 62 > true count=1953, estimated count=1969, Key=575240
[519] - <2 3 5 7 11 13 16 21 23 27 29 34 36 38 40 44 46 50 52 54 56 58 61 62 64 67 68 73 74 > true count=5, estimated count=1953, Key=2415092
[520] - <3 29 34 40 42 52 56 58 60 62 64 > true count=1965, estimated count=1978, Key=923246
[521] - <7 29 36 52 56 58 60 62 66 74 > true count=1954, estimated count=1963, Key=917762
[522] - <2 7 36 40 44 46 52 58 60 > true count=496, estimated count=1959, Key=676247
[523] - <9 29 36 40 42 48 52 58 62 64 > true count=1955, estimated count=1963, Key=769702
[524] - <7 29 40 52 54 58 60 74 > true count=863, estimated count=1980, Key=790144
[525] - <29 34 36 40 52 58 60 62 66 74 > true count=1969, estimated count=1973, Key=885607
[526] - <7 9 29 36 46 48 52 58 60 > true count=1954, estimated count=1972, Key=673431
[527] - <7 9 29 40 52 56 58 60 62 64 66 > true count=1979, estimated count=1980, Key=964361
[528] - <5 25 29 34 36 44 52 58 60 62 > true count=1957, estimated count=1969, Key=712579
[529] - <17 29 42 52 56 58 60 > true count=1961, estimated count=1986, Key=798036
[530] - <5 29 40 42 46 52 58 60 62 > true count=1961, estimated count=1977, Key=751792
[531] - <3 9 25 29 34 40 56 58 60 66 > true count=1955, estimated count=1974, Key=691722
[532] - <7 9 29 31 34 40 52 56 58 60 > true count=1955, estimated count=1971, Key=674474
[533] - <7 25 36 40 44 48 52 56 58 60 > true count=1957, estimated count=1974, Key=765904
[534] - <7 25 29 52 54 58 60 > true count=1104, estimated count=1965, Key=774363
[535] - <7 9 17 29 36 52 58 60 66 > true count=1962, estimated count=1971, Key=661376
[536] - <9 27 29 36 40 52 58 60 62 > true count=814, estimated count=1970, Key=708731
[537] - <7 17 25 29 34 52 58 60 > true count=1968, estimated count=1969, Key=633984
[538] - <2 5 7 9 11 13 16 17 21 23 27 29 34 36 40 42 44 50 52 54 56 58 61 62 64 67 68 70 73 74 > true count=6, estimated count=1956, Key=2406543
[539] - <7 9 25 29 42 52 56 60 > true count=1953, estimated count=1964, Key=642758
[540] - <2 5 21 25 29 40 44 46 58 > true count=166, estimated count=1966, Key=527628
[541] - <5 29 34 40 42 44 58 60 62 > true count=1957, estimated count=1981, Key=700788
[542] - <2 5 29 40 44 48 52 56 58 60 > true count=493, estimated count=1979, Key=746356
[543] - <9 29 31 36 48 52 56 58 60 > true count=1959, estimated count=1963, Key=724337
[544] - <2 5 7 9 11 13 16 17 19 21 23 29 34 36 38 40 44 46 49 50 52 54 56 58 61 62 64 67 68 70 73 74 > true count=10, estimated count=1962, Key=2525736
[545] - <3 9 25 29 34 40 48 58 60 66 > true count=1954, estimated count=1973, Key=656354
[546] - <3 7 9 29 40 42 56 58 60 66 > true count=1953, estimated count=1967, Key=694620
[547] - <5 7 29 36 46 48 52 56 58 > true count=1957, estimated count=1966, Key=671239
[548] - <5 7 9 29 42 48 52 58 60 62 > true count=1954, estimated count=1968, Key=699006
[549] - <7 25 29 34 36 42 48 52 56 58 60 > true count=1965, estimated count=1970, Key=800205
[550] - <7 29 52 54 56 58 74 > true count=891, estimated count=1987, Key=876196
[551] - <5 36 48 56 58 60 74 > true count=1956, estimated count=1983, Key=891753
[552] - <7 25 29 40 46 48 58 60 62 > true count=1961, estimated count=1975, Key=717777
[553] - <29 34 36 42 46 48 52 58 60 > true count=1961, estimated count=1965, Key=707689
[554] - <3 7 29 34 40 44 52 56 58 > true count=1971, estimated count=1975, Key=636433
[555] - <5 17 29 48 52 56 58 > true count=1971, estimated count=1972, Key=740511
[556] - <2 5 7 11 13 16 21 23 27 29 34 36 38 40 42 44 46 50 52 54 56 58 61 62 64 67 68 73 74 > true count=6, estimated count=1958, Key=2501079
[557] - <29 40 42 44 48 56 58 > true count=1962, estimated count=1962, Key=750125
[558] - <9 36 40 48 52 58 74 > true count=1959, estimated count=1968, Key=842325
[559] - <3 7 9 25 29 34 40 52 58 60 62 > true count=1965, estimated count=1986, Key=672117
[560] - <5 29 34 36 40 46 52 56 58 60 62 > true count=1961, estimated count=1965, Key=863068
[561] - <3 7 9 25 29 36 52 56 58 62 > true count=1965, estimated count=1965, Key=611227
[562] - <29 34 36 38 40 52 58 60 > true count=1968, estimated count=1969, Key=691255
[563] - <5 25 29 36 40 46 52 58 60 66 > true count=1967, estimated count=1968, Key=739639
[564] - <5 7 9 29 40 42 52 56 58 60 62 66 > true count=1966, estimated count=1973, Key=973468
[565] - <2 5 7 9 13 16 17 21 23 27 29 34 36 38 40 44 50 52 54 56 58 61 62 64 67 68 70 73 74 > true count=9, estimated count=1961, Key=2492594
[566] - <5 9 25 29 36 42 58 60 > true count=1956, estimated count=1967, Key=599294
[567] - <2 44 48 58 74 > true count=504, estimated count=1967, Key=402082
[568] - <2 5 7 9 13 16 21 23 27 29 34 36 38 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=11, estimated count=1963, Key=2329141
[569] - <7 17 25 29 36 48 52 58 60 > true count=1960, estimated count=1987, Key=631450
[570] - <3 17 29 34 36 52 58 60 66 > true count=1961, estimated count=1968, Key=690461
[571] - <3 9 29 34 40 52 56 58 64 > true count=1977, estimated count=1978, Key=687143
[572] - <5 7 9 29 40 42 48 52 56 58 > true count=1960, estimated count=1960, Key=647228
[573] - <7 40 44 52 56 58 60 64 > true count=1959, estimated count=1960, Key=806565
[574] - <17 25 36 40 52 56 58 > true count=1968, estimated count=1969, Key=737558
[575] - <3 27 29 34 52 58 60 > true count=824, estimated count=1972, Key=734081
[576] - <7 29 40 42 52 56 58 60 66 72 > true count=1968, estimated count=1974, Key=873288
[577] - <9 17 36 40 48 56 58 60 > true count=1955, estimated count=1973, Key=722238
[578] - <29 40 42 44 48 52 56 > true count=1958, estimated count=1963, Key=726959
[579] - <3 5 9 25 29 34 52 56 58 > true count=1961, estimated count=1964, Key=526773
[580] - <7 15 29 40 52 58 60 > true count=665, estimated count=2002, Key=739479
[581] - <2 5 21 25 29 44 46 52 58 > true count=166, estimated count=1967, Key=550800
[582] - <3 9 29 34 42 56 58 60 62 > true count=1953, estimated count=1963, Key=714715
[583] - <3 29 31 34 40 48 56 58 60 > true count=1955, estimated count=1958, Key=684029
[584] - <29 34 40 42 46 52 56 58 60 > true count=1967, estimated count=1983, Key=744613
[585] - <25 29 36 48 52 56 58 74 > true count=1966, estimated count=1967, Key=755772
[586] - <7 9 29 44 48 52 58 60 62 > true count=1961, estimated count=1978, Key=736819
[587] - <3 7 29 34 36 40 42 48 52 58 60 62 > true count=1969, estimated count=1978, Key=924913
[588] - <5 7 29 31 36 40 52 56 58 60 66 > true count=1960, estimated count=1961, Key=810414
[589] - <2 5 7 9 11 13 16 21 23 25 27 29 34 36 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=6, estimated count=1958, Key=2495469
[590] - <5 7 25 29 44 52 56 58 60 > true count=1957, estimated count=1962, Key=679978
[591] - <5 9 29 34 40 46 58 60 66 > true count=1954, estimated count=1955, Key=675597
[592] - <3 5 9 25 29 40 48 52 58 60 > true count=1960, estimated count=1973, Key=604311
[593] - <2 5 7 13 21 23 25 27 29 34 36 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=13, estimated count=1965, Key=2109633
[594] - <3 5 9 25 29 52 56 58 62 > true count=1957, estimated count=1960, Key=611105
[595] - <5 7 9 25 29 36 48 52 56 58 60 62 > true count=1954, estimated count=1971, Key=877549
[596] - <7 17 29 34 36 52 58 60 62 66 > true count=1953, estimated count=1964, Key=769391
[597] - <3 5 7 25 29 40 48 52 56 58 60 62 > true count=1960, estimated count=1977, Key=888319
[598] - <29 42 44 48 52 56 58 60 > true count=1961, estimated count=1978, Key=772705
[599] - <5 7 29 34 36 46 48 58 60 66 > true count=1958, estimated count=1959, Key=697127
[600] - <3 9 29 34 42 52 56 58 60 66 > true count=1962, estimated count=1962, Key=771567
[601] - <5 25 29 34 40 42 48 52 56 58 60 > true count=1960, estimated count=1965, Key=811199
[602] - <40 52 54 56 58 60 74 > true count=871, estimated count=1963, Key=907914
[603] - <3 5 7 29 42 48 52 56 58 60 > true count=1954, estimated count=1967, Key=691898
[604] - <5 29 31 36 40 48 56 58 60 62 > true count=1955, estimated count=1959, Key=764215
[605] - <7 17 29 34 36 52 56 58 60 66 > true count=1960, estimated count=1966, Key=759453
[606] - <5 9 29 34 40 42 52 58 60 62 64 > true count=1953, estimated count=1974, Key=835213
[607] - <7 9 29 36 56 58 60 74 > true count=1955, estimated count=1974, Key=739295
[608] - <7 29 40 42 46 48 58 60 > true count=1957, estimated count=1961, Key=703556
[609] - <29 31 34 42 52 56 58 60 62 > true count=1957, estimated count=1965, Key=776354
[610] - <25 29 34 52 56 58 60 74 > true count=1962, estimated count=1967, Key=788286
[611] - <5 7 29 34 36 40 48 52 56 58 62 64 > true count=1970, estimated count=1972, Key=963117
[612] - <5 9 29 34 40 44 58 60 62 66 > true count=1959, estimated count=1961, Key=747361
[613] - <3 29 42 46 58 60 > true count=1954, estimated count=1962, Key=533464
[614] - <5 25 29 40 46 58 60 62 66 > true count=1959, estimated count=1963, Key=764617
[615] - <17 25 29 36 52 56 58 60 > true count=1954, estimated count=1959, Key=721043
[616] - <3 29 31 40 52 56 58 60 64 > true count=1953, estimated count=1966, Key=768655
[617] - <7 25 29 36 52 56 58 74 > true count=1966, estimated count=1971, Key=721047
[618] - <7 29 42 44 56 58 60 62 > true count=1955, estimated count=1979, Key=782144
[619] - <2 7 21 27 29 31 36 40 44 48 58 > true count=161, estimated count=1953, Key=632033
[620] - <29 34 36 40 42 46 48 58 60 > true count=1953, estimated count=1957, Key=667861
[621] - <7 29 31 40 52 56 58 60 64 > true count=1973, estimated count=1978, Key=768659
[622] - <25 31 36 40 48 56 58 60 > true count=1954, estimated count=1956, Key=729912
[623] - <2 21 27 36 44 46 58 > true count=174, estimated count=1967, Key=658520
[624] - <7 25 29 34 52 58 74 > true count=1965, estimated count=1974, Key=794885
[625] - <29 34 36 42 44 52 58 60 62 > true count=1956, estimated count=1980, Key=744137
[626] - <7 25 29 36 46 48 52 58 60 66 > true count=1966, estimated count=1967, Key=763297
[627] - <29 36 42 44 52 56 58 60 62 > true count=1954, estimated count=1983, Key=792907
[628] - <34 42 44 52 56 58 60 62 > true count=1955, estimated count=1979, Key=807684
[629] - <3 7 29 34 40 42 52 58 60 62 64 > true count=1966, estimated count=1979, Key=834117
[630] - <5 25 29 52 58 60 74 > true count=1961, estimated count=1972, Key=854413
[631] - <31 34 40 42 52 56 58 60 62 > true count=1954, estimated count=1962, Key=785371
[632] - <5 7 25 29 36 40 42 52 56 58 60 > true count=1961, estimated count=1972, Key=741788
[633] - <9 25 29 34 40 52 58 60 64 > true count=1970, estimated count=1971, Key=704745
[634] - <2 29 38 40 44 52 58 60 > true count=493, estimated count=1956, Key=705933
[635] - <9 36 40 42 48 58 60 62 64 > true count=1953, estimated count=1964, Key=792547
[636] - <3 5 29 34 36 42 48 56 58 60 > true count=1953, estimated count=1962, Key=673237
[637] - <7 9 29 36 40 52 58 60 62 64 66 > true count=1964, estimated count=1965, Key=909077
[638] - <5 29 31 40 48 52 56 58 60 62 > true count=1968, estimated count=1972, Key=808503
[639] - <11 29 36 40 58 60 > true count=1953, estimated count=1954, Key=514140
[640] - <7 25 48 52 58 60 74 > true count=1952, estimated count=1970, Key=877766
[641] - <5 29 34 36 48 58 60 74 > true count=1955, estimated count=1980, Key=734386
[642] - <9 29 38 40 58 62 > true count=1966, estimated count=1974, Key=523758
[643] - <7 25 29 48 58 60 74 > true count=1956, estimated count=1974, Key=846443
[644] - <29 40 42 46 48 52 58 60 62 > true count=1962, estimated count=1966, Key=773761
[645] - <2 25 27 29 36 40 44 58 60 > true count=466, estimated count=1958, Key=574263
[646] - <9 25 29 34 40 42 52 56 58 > true count=1963, estimated count=1963, Key=639123
[647] - <9 29 34 40 46 58 60 62 66 > true count=1959, estimated count=1961, Key=772954
[648] - <2 7 25 40 44 48 52 56 58 60 > true count=492, estimated count=1971, Key=742534
[649] - <7 25 29 34 46 48 58 60 > true count=1958, estimated count=1973, Key=671905
[650] - <9 29 36 46 52 58 60 62 66 > true count=1958, estimated count=1962, Key=803864
[651] - <2 3 5 7 11 13 21 23 27 29 32 34 36 40 44 46 48 52 54 56 58 61 62 64 67 68 73 74 > true count=10, estimated count=1962, Key=2519698
[652] - <5 17 48 52 56 58 60 > true count=1954, estimated count=1977, Key=798834
[653] - <25 36 52 54 58 62 > true count=827, estimated count=1976, Key=572711
[654] - <9 17 25 29 52 58 > true count=1958, estimated count=1966, Key=448476
[655] - <5 7 29 40 52 56 58 60 66 74 > true count=1955, estimated count=1956, Key=846205
[656] - <9 29 34 36 46 58 60 62 > true count=1955, estimated count=1957, Key=728880
[657] - <5 29 31 34 36 48 52 56 58 60 > true count=1957, estimated count=1961, Key=727995
[658] - <2 9 29 34 36 44 48 58 60 > true count=490, estimated count=1971, Key=609942
[659] - <9 29 36 44 52 56 58 60 62 66 > true count=1956, estimated count=1965, Key=862798
[660] - <3 7 29 31 34 36 40 52 56 58 > true count=1961, estimated count=1965, Key=602444
[661] - <5 9 17 29 56 58 60 > true count=1955, estimated count=1956, Key=710520
[662] - <3 5 29 31 34 40 52 56 58 62 > true count=1963, estimated count=1963, Key=674740
[663] - <2 5 7 13 17 21 23 27 29 34 36 40 44 48 50 52 54 56 58 61 62 64 67 68 73 74 > true count=10, estimated count=1962, Key=2197675
[664] - <17 29 34 36 48 58 60 62 66 > true count=1959, estimated count=1963, Key=770488
[665] - <15 29 36 40 52 58 > true count=652, estimated count=1955, Key=490488
[666] - <3 9 25 29 34 52 56 58 60 66 > true count=1971, estimated count=1971, Key=734694
[667] - <11 40 52 58 60 62 > true count=822, estimated count=1964, Key=588355
[668] - <2 7 29 40 44 46 58 60 62 > true count=495, estimated count=1960, Key=695266
[669] - <7 17 25 29 52 56 58 60 > true count=1962, estimated count=1967, Key=697790
[670] - <7 25 29 36 46 48 58 60 62 > true count=1957, estimated count=1971, Key=709805
[671] - <5 9 25 29 42 52 58 60 66 > true count=1963, estimated count=1964, Key=687700
[672] - <9 29 40 58 60 62 66 74 > true count=1955, estimated count=1959, Key=859448
[673] - <3 17 29 36 58 60 62 66 > true count=1958, estimated count=1958, Key=765161
[674] - <5 27 29 36 48 58 62 > true count=817, estimated count=1971, Key=735915
[675] - <7 29 34 36 52 56 58 60 66 72 > true count=1956, estimated count=1956, Key=853956
[676] - <25 27 48 52 56 58 60 62 > true count=811, estimated count=1970, Key=804386
[677] - <2 36 40 44 46 48 52 58 60 66 > true count=496, estimated count=1961, Key=798772
[678] - <3 9 25 29 34 48 52 58 60 66 > true count=1968, estimated count=1968, Key=702686
[679] - <7 9 29 40 44 48 52 56 58 > true count=1961, estimated count=1962, Key=674809
[680] - <9 17 29 34 52 56 58 60 66 > true count=1962, estimated count=1968, Key=748775
[681] - <9 17 29 34 36 52 58 60 66 > true count=1955, estimated count=1964, Key=690467
[682] - <3 9 27 29 52 58 > true count=820, estimated count=1967, Key=446552
[683] - <5 9 29 34 36 46 52 58 > true count=1969, estimated count=1970, Key=601971
[684] - <3 17 29 52 56 58 60 62 66 > true count=1965, estimated count=1965, Key=811645
[685] - <3 5 7 29 36 42 52 56 58 60 66 > true count=1954, estimated count=1958, Key=785456
[686] - <25 29 34 36 58 60 74 > true count=1960, estimated count=1961, Key=830878
[687] - <5 7 29 34 52 58 60 66 74 > true count=1960, estimated count=1970, Key=763687
[688] - <27 46 52 58 60 > true count=815, estimated count=1958, Key=369631
[689] - <2 5 7 9 11 13 16 17 21 23 25 27 29 34 36 40 44 50 52 54 56 58 61 62 64 67 68 70 73 74 > true count=5, estimated count=1953, Key=2369214
[690] - <5 25 29 34 40 52 56 58 62 64 > true count=1962, estimated count=1967, Key=773459
[691] - <5 7 29 44 48 52 56 58 60 66 > true count=1957, estimated count=1963, Key=806899
[692] - <2 7 9 25 29 40 44 58 60 > true count=492, estimated count=1955, Key=515080
[693] - <3 5 29 36 40 42 52 56 58 60 62 66 > true count=1958, estimated count=1966, Key=1010903
[694] - <7 29 36 52 56 58 60 62 66 72 > true count=1958, estimated count=1958, Key=915304
[695] - <17 25 48 52 58 60 66 > true count=1953, estimated count=1954, Key=842408
[696] - <5 9 29 44 48 52 58 62 > true count=1961, estimated count=1965, Key=702905
[697] - <29 38 40 52 56 58 60 66 > true count=1965, estimated count=1966, Key=800579
[698] - <7 29 31 34 42 52 56 58 > true count=1958, estimated count=1959, Key=671035
[699] - <5 29 34 36 46 48 52 58 60 62 66 > true count=1957, estimated count=1961, Key=898250
[700] - <5 7 29 36 52 58 60 62 74 > true count=1962, estimated count=1965, Key=767669
[701] - <7 9 29 34 44 48 58 60 > true count=1959, estimated count=1976, Key=657655
[702] - <5 7 29 40 48 52 56 58 60 62 64 66 > true count=1958, estimated count=1960, Key=1102997
[703] - <17 25 29 48 58 60 66 > true count=1955, estimated count=1956, Key=811085
[704] - <7 29 38 40 52 56 58 60 62 > true count=1955, estimated count=1993, Key=776168
[705] - <5 7 25 29 40 42 52 56 58 60 62 > true count=1967, estimated count=1978, Key=811698
[706] - <3 9 29 42 48 52 58 60 62 > true count=1953, estimated count=1963, Key=732829
[707] - <29 40 48 56 58 60 62 66 74 > true count=1955, estimated count=1963, Key=881457
[708] - <5 7 9 25 29 40 48 52 58 60 62 66 > true count=1958, estimated count=1968, Key=910407
[709] - <9 29 34 44 52 56 58 60 62 66 > true count=1959, estimated count=1961, Key=860340
[710] - <2 3 5 7 11 13 17 19 21 23 29 34 36 40 44 46 52 54 56 58 61 62 64 67 68 70 73 74 > true count=11, estimated count=1963, Key=2532473
[711] - <3 5 29 40 42 48 52 56 58 60 62 > true count=1957, estimated count=1966, Key=864425
[712] - <2 5 7 9 13 17 21 23 29 34 36 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=19, estimated count=1971, Key=2040495
[713] - <3 5 29 31 34 52 56 58 60 62 > true count=1955, estimated count=1968, Key=736492
[714] - <5 7 25 29 40 52 58 60 62 64 > true count=1981, estimated count=1983, Key=757576
[715] - <7 9 29 44 52 56 58 60 62 66 > true count=1956, estimated count=1961, Key=843253
[716] - <7 17 25 29 34 40 58 60 > true count=1954, estimated count=1955, Key=591012
[717] - <2 5 7 9 13 21 23 29 34 36 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=20, estimated count=1972, Key=2008146
[718] - <29 36 48 54 58 60 66 > true count=1104, estimated count=1969, Key=852423
[719] - <52 54 56 58 60 62 74 > true count=814, estimated count=1959, Key=928124
[720] - <3 5 29 46 48 58 60 > true count=1952, estimated count=1969, Key=734967
[721] - <3 5 7 25 29 36 48 52 56 58 60 62 > true count=1953, estimated count=1973, Key=873995
[722] - <5 7 29 31 34 36 40 52 56 58 60 > true count=1963, estimated count=1964, Key=722026
[723] - <3 17 29 34 40 52 56 58 62 > true count=1972, estimated count=1976, Key=690425
[724] - <25 40 48 52 58 60 62 74 > true count=1959, estimated count=1976, Key=833011
[725] - <3 27 29 40 52 58 60 62 > true count=830, estimated count=1980, Key=746101
[726] - <25 29 40 52 56 58 60 66 72 > true count=1952, estimated count=1962, Key=835036
[727] - <2 5 7 9 13 17 21 23 27 29 34 36 39 40 44 48 52 54 56 58 61 62 64 67 68 70 73 74 > true count=5, estimated count=1955, Key=2615477
[728] - <7 17 25 29 52 58 60 62 > true count=1956, estimated count=1972, Key=713796
[729] - <9 36 40 46 48 56 58 60 > true count=1956, estimated count=1968, Key=749505
[730] - <2 5 7 11 13 21 23 29 34 36 38 40 44 52 54 56 58 61 62 64 67 68 73 74 > true count=19, estimated count=1971, Key=1932220
[731] - <3 5 29 40 46 52 56 58 > true count=1972, estimated count=1976, Key=678399
[732] - <7 40 42 46 48 52 58 60 > true count=1955, estimated count=1959, Key=739825
[733] - <5 7 25 29 34 40 42 58 60 62 66 > true count=1952, estimated count=1954, Key=755358
[734] - <36 48 52 54 58 60 66 > true count=1102, estimated count=1954, Key=863910
[735] - <2 3 5 7 13 17 21 23 25 27 29 34 36 40 44 52 54 56 58 61 62 64 67 68 70 73 74 > true count=11, estimated count=1963, Key=2299007
[736] - <7 9 25 29 34 36 40 48 52 58 60 62 66 > true count=1974, estimated count=2003, Key=1118812
[737] - <5 9 29 40 42 48 52 56 58 60 62 > true count=1967, estimated count=1976, Key=866615
[738] - <2 9 29 36 40 44 48 52 56 58 > true count=503, estimated count=1969, Key=694012
[739] - <2 5 21 29 44 46 52 58 62 > true count=175, estimated count=1983, Key=635889
[740] - <5 7 25 29 40 46 52 58 60 > true count=1975, estimated count=1976, Key=629812
[741] - <9 29 31 36 40 48 56 58 60 > true count=1953, estimated count=1957, Key=688021
[742] - <5 7 25 29 34 42 52 58 60 62 66 > true count=1955, estimated count=1957, Key=806730
[743] - <2 5 40 44 46 58 60 62 > true count=495, estimated count=1959, Key=739063
[744] - <2 3 5 7 11 13 16 21 23 26 27 29 34 36 40 44 46 52 54 56 58 61 62 64 67 68 73 74 > true count=3, estimated count=1952, Key=2439604
[745] - <5 7 27 29 58 60 62 > true count=809, estimated count=1961, Key=743218
[746] - <5 7 29 46 52 56 58 60 62 66 > true count=1959, estimated count=1961, Key=846143
[747] - <29 36 48 52 54 56 58 > true count=1124, estimated count=1976, Key=787749
[748] - <5 27 29 48 52 58 62 > true count=817, estimated count=1971, Key=770827
[749] - <9 17 29 40 48 52 58 60 62 > true count=1954, estimated count=1970, Key=733225
[750] - <2 40 42 44 52 56 58 > true count=516, estimated count=1978, Key=761094
[751] - <2 5 7 11 13 21 23 29 34 36 40 44 52 54 56 58 61 62 64 67 68 73 74 > true count=25, estimated count=1977, Key=1921736
[752] - <29 31 34 40 42 56 58 60 62 > true count=1957, estimated count=1965, Key=744878
[753] - <5 29 54 58 60 66 > true count=1104, estimated count=1956, Key=599114
[754] - <5 7 17 29 52 56 58 60 66 > true count=1965, estimated count=1971, Key=718588
[755] - <9 25 29 34 44 52 58 60 > true count=1967, estimated count=1968, Key=680733
[756] - <7 25 27 29 36 40 48 58 60 66 > true count=805, estimated count=1959, Key=673066
[757] - <9 29 31 40 48 52 56 58 60 > true count=1966, estimated count=1970, Key=732309
[758] - <5 9 29 34 52 58 60 74 > true count=1954, estimated count=1963, Key=724311
[759] - <7 9 29 31 40 52 58 60 62 66 > true count=1967, estimated count=1973, Key=770032
[760] - <7 9 25 29 42 52 56 58 > true count=1963, estimated count=1963, Key=642756
[761] - <5 25 29 46 48 52 58 60 66 > true count=1965, estimated count=1966, Key=751743
[762] - <5 25 29 34 46 48 58 60 > true count=1954, estimated count=1969, Key=671903
[763] - <36 40 52 54 56 58 60 62 > true count=1106, estimated count=1961, Key=820410
[764] - <3 9 29 31 52 56 58 62 > true count=1955, estimated count=1959, Key=702314
[765] - <25 29 36 48 56 60 74 > true count=1953, estimated count=1971, Key=851754
[766] - <5 9 25 29 36 42 52 60 > true count=1953, estimated count=1964, Key=572768
[767] - <5 17 29 34 48 52 58 60 66 > true count=1957, estimated count=1967, Key=723451
[768] - <7 29 34 36 46 48 58 60 62 66 > true count=1960, estimated count=1962, Key=799252
[769] - <2 5 25 34 36 40 44 48 58 60 62 > true count=490, estimated count=1971, Key=767032
[770] - <9 25 29 40 42 52 56 58 60 62 > true count=1956, estimated count=1967, Key=787367
[771] - <5 25 29 40 52 56 58 60 64 66 > true count=1976, estimated count=1977, Key=845125
[772] - <2 9 25 29 44 52 56 58 60 > true count=492, estimated count=1955, Key=681069
[773] - <7 25 29 46 56 58 60 62 > true count=1956, estimated count=1962, Key=767965
[774] - <25 29 34 36 44 52 56 58 60 62 > true count=1954, estimated count=1962, Key=793242
[775] - <2 3 21 29 36 40 44 52 56 58 62 > true count=173, estimated count=1966, Key=747509
[776] - <5 29 34 40 46 52 56 58 60 62 66 > true count=1983, estimated count=1987, Key=938230
[777] - <5 29 36 58 60 62 66 74 > true count=1962, estimated count=1966, Key=854528
[778] - <25 29 31 36 48 52 56 58 60 > true count=1955, estimated count=1961, Key=724353
[779] - <25 29 52 54 58 74 > true count=870, estimated count=1971, Key=611854
[780] - <2 21 27 29 44 58 60 62 > true count=162, estimated count=1986, Key=696445
[781] - <2 4 5 7 9 11 13 16 17 19 21 23 26 27 29 34 36 38 40 42 44 46 49 50 52 54 56 58 61 62 64 67 68 70 73 74 > true count=2, estimated count=1953, Key=2891507
[782] - <2 5 7 11 13 16 21 23 26 29 34 36 38 40 42 44 46 50 52 54 56 58 61 62 64 67 68 73 74 > true count=5, estimated count=1956, Key=2500532
[783] - <9 29 31 36 40 48 52 56 58 > true count=1952, estimated count=1956, Key=669241
[784] - <3 29 31 34 40 48 52 56 58 > true count=1954, estimated count=1954, Key=665249
[785] - <5 25 34 36 40 42 48 56 58 > true count=1954, estimated count=1955, Key=631566
[786] - <25 29 34 36 40 52 56 58 60 62 64 > true count=1961, estimated count=1965, Key=909798
[787] - <2 7 21 29 31 36 40 44 46 52 58 > true count=163, estimated count=1957, Key=683120
[788] - <5 7 25 29 42 48 56 > true count=1952, estimated count=1954, Key=627278
[789] - <3 29 34 36 46 48 52 58 60 > true count=1965, estimated count=1982, Key=690512
[790] - <9 25 29 34 40 42 48 > true count=1952, estimated count=1954, Key=589657
[791] - <2 3 5 7 10 11 13 16 18 20 21 23 26 27 29 32 34 36 40 42 44 48 52 54 56 58 61 62 64 67 68 73 74 > true count=3, estimated count=1954, Key=2411692
[792] - <17 40 42 52 58 60 62 > true count=1962, estimated count=1984, Key=825555
[793] - <3 7 9 25 29 34 40 52 56 58 60 > true count=1955, estimated count=1976, Key=664579
[794] - <9 17 29 36 48 52 56 58 60 > true count=1966, estimated count=1987, Key=715315
[795] - <3 7 29 34 42 48 56 58 60 66 > true count=1955, estimated count=1955, Key=756149
[796] - <9 29 36 40 42 48 56 58 64 > true count=1955, estimated count=1963, Key=709824
[797] - <7 25 29 36 48 58 74 > true count=1958, estimated count=1964, Key=787875
[798] - <3 29 31 34 48 52 56 58 60 > true count=1961, estimated count=1964, Key=720345
[799] - <2 3 5 7 21 23 27 29 36 40 44 48 52 58 64 > true count=98, estimated count=1967, Key=1012417
[800] - <7 25 29 40 42 52 56 58 64 > true count=1961, estimated count=1962, Key=713355
[801] - <5 9 29 36 40 42 48 56 58 62 > true count=1956, estimated count=1960, Key=692867
[802] - <17 25 29 34 48 52 58 > true count=1958, estimated count=1963, Key=691677
[803] - <5 29 42 46 48 52 58 > true count=1952, estimated count=1953, Key=733746
[804] - <3 27 29 48 52 56 58 > true count=818, estimated count=1963, Key=745979
[805] - <9 27 29 36 48 52 56 58 > true count=820, estimated count=1963, Key=687965
[806] - <7 25 34 36 42 52 56 58 62 > true count=1955, estimated count=1959, Key=710434
[807] - <7 25 27 29 36 40 48 52 58 62 > true count=820, estimated count=1964, Key=667050
[808] - <9 27 29 36 48 58 62 > true count=817, estimated count=1963, Key=735919
